"","team_name","team_id","division"
"115","Jacksonville","316","D-I"
"116","Jacksonville St.","315","D-I"
"117","James Madison","317","D-I"
"118","Kansas","328","D-I"
"119","Kansas City","2707","D-I"
"120","Kennesaw St.","1157","D-I"
"121","Kent St.","331","D-I"
"122","Kentucky","334","D-I"
"123","LIU","361","D-I"
"124","LMU (CA)","370","D-I"
"125","LSU","365","D-I"
"126","La Salle","340","D-I"
"127","Lafayette","342","D-I"
"128","Lamar University","346","D-I"
"129","Le Moyne","349","D-I"
"130","Lehigh","352","D-I"
"131","Liberty","355","D-I"
"132","Lindenwood","30136","D-I"
"133","Lipscomb","28600","D-I"
"134","Long Beach St.","99","D-I"
"135","Longwood","363","D-I"
"136","Louisiana","671","D-I"
"137","Louisiana Tech","366","D-I"
"138","Louisville","367","D-I"
"139","Loyola Chicago","371","D-I"
"140","Maine","380","D-I"
"141","Manhattan","381","D-I"
"142","Marist","386","D-I"
"143","Marshall","388","D-I"
"144","Maryland","392","D-I"
"145","Massachusetts","400","D-I"
"146","McNeese","402","D-I"
"147","Memphis","404","D-I"
"148","Mercer","406","D-I"
"149","Mercyhurst","408","D-I"
"150","Merrimack","410","D-I"
"151","Miami (OH)","414","D-I"
"152","Michigan","418","D-I"
"153","Michigan St.","416","D-I"
"154","Middle Tenn.","419","D-I"
"155","Minnesota","428","D-I"
"156","Mississippi St.","430","D-I"
"157","Mississippi Val.","432","D-I"
"158","Missouri","434","D-I"
"159","Missouri St.","669","D-I"
"160","Monmouth","439","D-I"
"161","Montana","441","D-I"
"162","Morehead St.","444","D-I"
"163","Morgan St.","446","D-I"
"164","Mount St. Mary's","450","D-I"
"165","Murray St.","454","D-I"
"166","N.C. A&T","488","D-I"
"167","N.C. Central","489","D-I"
"168","NC State","490","D-I"
"169","NIU","503","D-I"
"170","Nebraska","463","D-I"
"171","Nevada","466","D-I"
"172","New Mexico","473","D-I"
"173","New Mexico St.","472","D-I"
"174","Niagara","482","D-I"
"175","Nicholls","483","D-I"
"176","Norfolk St.","485","D-I"
"177","North Ala.","487","D-I"
"178","North Carolina","457","D-I"
"179","North Dakota","494","D-I"
"180","North Dakota St.","493","D-I"
"181","North Florida","2711","D-I"
"182","North Texas","497","D-I"
"183","Northern Colo.","502","D-I"
"184","Northern Ky.","505","D-I"
"185","Northwestern","509","D-I"
"186","Northwestern St.","508","D-I"
"187","Notre Dame","513","D-I"
"188","Oakland","514","D-I"
"189","Ohio","519","D-I"
"190","Ohio St.","518","D-I"
"191","Oklahoma","522","D-I"
"192","Oklahoma St.","521","D-I"
"193","Ole Miss","433","D-I"
"194","Omaha","464","D-I"
"195","Oregon","529","D-I"
"196","Oregon St.","528","D-I"
"197","Pacific","534","D-I"
"198","Penn","540","D-I"
"199","Penn St.","539","D-I"
"200","Pittsburgh","545","D-I"
"201","Portland St.","550","D-I"
"202","Prairie View","553","D-I"
"203","Presbyterian","1320","D-I"
"204","Princeton","554","D-I"
"205","Providence","556","D-I"
"206","Purdue","559","D-I"
"207","Purdue Fort Wayne","308","D-I"
"208","Queens (NC)","11504","D-I"
"209","Quinnipiac","562","D-I"
"210","Radford","563","D-I"
"211","Rhode Island","572","D-I"
"212","Rider","576","D-I"
"213","Robert Morris","579","D-I"
"214","Rutgers","587","D-I"
"215","SFA","676","D-I"
"216","SIUE","660","D-I"
"217","Sacramento St.","102","D-I"
"218","Sacred Heart","590","D-I"
"219","Saint Francis (PA)","600","D-I"
"220","Saint Joseph's","606","D-I"
"221","Saint Louis","609","D-I"
"222","Saint Mary's (CA)","610","D-I"
"223","Saint Peter's","617","D-I"
"224","Sam Houston","624","D-I"
"225","Samford","625","D-I"
"226","San Diego","627","D-I"
"227","San Diego St.","626","D-I"
"228","San Jose St.","630","D-I"
"229","Santa Clara","631","D-I"
"230","Seattle U","1356","D-I"
"231","Seton Hall","635","D-I"
"232","Siena","639","D-I"
"233","South Alabama","646","D-I"
"234","South Carolina","648","D-I"
"235","South Carolina St.","647","D-I"
"236","South Dakota","650","D-I"
"237","South Dakota St.","649","D-I"
"238","South Fla.","651","D-I"
"239","Southeast Mo. St.","654","D-I"
"240","Southeastern La.","655","D-I"
"241","Southern Ill.","659","D-I"
"242","Southern Ind.","661","D-I"
"243","Southern Miss.","664","D-I"
"244","Southern U.","665","D-I"
"245","Southern Utah","667","D-I"
"246","St. Bonaventure","596","D-I"
"247","St. Francis Brooklyn","599","D-I"
"248","St. John's (NY)","603","D-I"
"249","St. Thomas (MN)","620","D-I"
"250","Stanford","674","D-I"
"251","Stetson","678","D-I"
"252","Stonehill","682","D-I"
"253","Stony Brook","683","D-I"
"254","Syracuse","688","D-I"
"255","Tarleton St.","1395","D-I"
"256","Temple","690","D-I"
"257","Tennessee","694","D-I"
"258","Tennessee St.","691","D-I"
"259","Tennessee Tech","692","D-I"
"260","Tex. A&M-Commerce","199","D-I"
"261","Texas","703","D-I"
"262","Texas A&M","697","D-I"
"263","Texas Southern","699","D-I"
"264","Texas St.","670","D-I"
"265","Texas Tech","700","D-I"
"266","Toledo","709","D-I"
"267","Towson","711","D-I"
"268","Troy","716","D-I"
"269","Tulsa","719","D-I"
"270","UAB","9","D-I"
"271","UAlbany","14","D-I"
"272","UC Davis","108","D-I"
"273","UC Riverside","111","D-I"
"274","UC San Diego","112","D-I"
"275","UC Santa Barbara","104","D-I"
"276","UCF","128","D-I"
"277","UCLA","110","D-I"
"278","UConn","164","D-I"
"279","UIC","302","D-I"
"280","UIW","2743","D-I"
"281","ULM","498","D-I"
"282","UMBC","391","D-I"
"283","UMES","393","D-I"
"284","UMass Lowell","368","D-I"
"285","UNC Asheville","456","D-I"
"286","UNC Greensboro","459","D-I"
"287","UNCW","460","D-I"
"288","UNI","504","D-I"
"289","UNLV","465","D-I"
"290","USC Upstate","10411","D-I"
"291","UT Arlington","702","D-I"
"292","UT Martin","695","D-I"
"293","UTEP","704","D-I"
"294","UTSA","706","D-I"
"295","Utah","732","D-I"
"296","Utah St.","731","D-I"
"297","Utah Tech","30095","D-I"
"298","Utah Valley","30024","D-I"
"299","Valparaiso","735","D-I"
"300","Vermont","738","D-I"
"301","Villanova","739","D-I"
"302","Virginia","746","D-I"
"303","Virginia Tech","742","D-I"
"304","Wagner","748","D-I"
"305","Washington","756","D-I"
"306","Weber St.","758","D-I"
"307","West Ga.","766","D-I"
"308","Western Caro.","769","D-I"
"309","Western Ill.","771","D-I"
"310","Western Ky.","772","D-I"
"311","Western Mich.","774","D-I"
"312","Wichita St.","782","D-I"
"313","Winthrop","792","D-I"
"314","Wisconsin","796","D-I"
"315","Wofford","2915","D-I"
"316","Wright St.","810","D-I"
"317","Yale","813","D-I"
"318","Youngstown St.","817","D-I"
