"","head_coach","division","coach_id"
"136","Brian Kolze","D-I",538
"137","Brian Levin","D-I",539
"138","Brianna Billie","D-I",549
"139","Brianne Brown","D-I",551
"140","Bridget Hurlman","D-I",552
"141","Bridget Orchard","D-I",553
"142","Brie Galiciano","D-I",558
"143","Britne Stubbs","D-I",559
"144","Brittany Beall","D-I",563
"145","Brittany Miller","D-I",569
"146","Brittney Matta","D-I",574
"147","Brittney Williams","D-I",575
"148","Brooke Darreff","D-I",578
"149","Brooke Reed","D-I",585
"150","Bruce Filosa","D-I",588
"151","Butch Jones","D-I",601
"152","Butch Reimer","D-I",603
"153","Caitlin Lowe","D-I",608
"154","Caitlyn de la Haba","D-I",611
"155","Camise Patterson","D-I",614
"156","Candace Fenton-Bockbrader","D-I",616
"157","Cara Clark","D-I",618
"158","Carissa Millsap-Kalaba","D-I",624
"159","Carl Taylor","D-I",626
"160","Carla Camino","D-I",629
"161","Carla Campagna","D-I",630
"162","Carla Marchetti","D-I",631
"163","Carol Bruggeman","D-I",636
"164","Carol Hutchins","D-I",639
"165","Carol Kashow","D-I",640
"166","Carol Spanks","D-I",643
"167","Carol Sullivan","D-I",644
"168","Carrie Hoeft","D-I",658
"169","Casey Bump","D-I",666
"170","Cassandra Brown","D-I",674
"171","Cat Clifford","D-I",682
"172","Cat Tarvin","D-I",683
"173","Catherine Lavery","D-I",684
"174","Cathy Compton","D-I",685
"175","Chan Walker","D-I",698
"176","Chandelle Schulte","D-I",699
"177","Charity Ballard","D-I",703
"178","Charlie Gunter","D-I",714
"179","Charlie Wieners","D-I",717
"180","Charlotte Morgan","D-I",720
"181","Chelsea Butler","D-I",724
"182","Chelsea Farmer","D-I",725
"183","Chelsea Spencer","D-I",729
"184","Cheretta Stevenson","D-I",732
"185","Cheri Kempf","D-I",735
"186","Cheryl Milligan","D-I",744
"187","Cheryl Sprangel","D-I",746
"188","Chickie Mason","D-I",747
"189","Chico Chernosky","D-I",748
"190","Chiqui Fernandez","D-I",751
"191","Chris Ake","D-I",752
"192","Chris Austin","D-I",753
"193","Chris Cannata","D-I",758
"194","Chris Cochran","D-I",760
"195","Chris Foye","D-I",765
"196","Chris Hawkins","D-I",768
"197","Chris Hobbs","D-I",771
"198","Chris Kuhlmeyer","D-I",774
"199","Chris Malveaux","D-I",775
"200","Chris Miner","D-I",778
"201","Chris Steiner-Wilcoxson","D-I",786
"202","Chris Stelma","D-I",787
"203","Chris Wajda","D-I",791
"204","Chrissy Schoonmaker","D-I",794
"205","Christi Musser","D-I",797
"206","Christie Novatin","D-I",802
"207","Christina Sutcliffe","D-I",808
"208","Christine Hornak","D-I",813
"209","Christine Vogt","D-I",824
"210","Christy Cameron","D-I",826
"211","Christy Connoyer","D-I",827
"212","Christy Hebert","D-I",828
"213","Chrystal Bowers","D-I",833
"214","Cindee Trapp","D-I",837
"215","Cindy Ball-Malone","D-I",839
"216","Cindy Cohen","D-I",840
"217","Cindy Connelley","D-I",841
"218","Cindy Ryan Nannen","D-I",848
"219","Clarisa Crowell","D-I",859
"220","Clint Myers","D-I",866
"221","Clint Wilson","D-I",867
"222","Cody Thomson","D-I",871
"223","Connie Clark","D-I",881
"224","Connie Garsee","D-I",882
"225","Connie Miner","D-I",883
"226","Constance Orr","D-I",887
"227","Corey Lyon","D-I",890
"228","Courtnay Foster","D-I",895
"229","Courtney Breault","D-I",896
"230","Courtney Deifel","D-I",898
"231","Courtney Oliver","D-I",903
"232","Craig Nicholson","D-I",911
"233","Craig Snider","D-I",914
"234","Crissy Buck-Ziegler","D-I",918
"235","Crissy Strimple","D-I",919
"236","Cristal Brown","D-I",920
"237","D.J. Sanchez","D-I",932
"238","Dale Franquet","D-I",933
"239","Dan Drutz","D-I",941
"240","Dan Paulson","D-I",949
"241","Dan Powers","D-I",951
"242","Dan Sperl","D-I",955
"243","Dan Vitale","D-I",957
"244","Dan Ward","D-I",958
"245","Dana Fulmer","D-I",963
"246","Dana Hendrickson","D-I",965
"247","Dana Jenkins","D-I",966
"248","Dani Gonzales","D-I",972
"249","Daniel Stockdale","D-I",974
"250","Danielle Henderson","D-I",984
"251","Danielle Penner","D-I",987
"252","Darlene Crowe","D-I",996
"253","Darnell Walker","D-I",997
"254","Darrell Wilder","D-I",999
"255","Darren Mueller","D-I",1001
"256","Daryl Ogg","D-I",1004
"257","Dave Majeski","D-I",1015
"258","David Deiros","D-I",1023
"259","David Kuhn","D-I",1028
"260","David Williams","D-I",1041
"261","Davon Ortega","D-I",1043
"262","Dawn Wuthrich","D-I",1057
"263","Dean Shuda","D-I",1062
"264","Deanna D'Abbraccio","D-I",1064
"265","Deanna Gumpf","D-I",1065
"266","Deanna Parks","D-I",1067
"267","Deb Carreiro","D-I",1073
"268","Deb Kuhn","D-I",1076
"269","Deb Smith","D-I",1081
"270","Deb Solfaro","D-I",1082
"271","Debbie Bilbao","D-I",1088
"272","Debbie Corbett","D-I",1089
"273","Debbie DeJong","D-I",1091
"274","Debbie Hedrick","D-I",1094
"275","Debbie Nelson","D-I",1097
"276","Dedeann Pendleton-Helm","D-I",1102
"277","Dee Abrahamson","D-I",1103
"278","Dee Dee Enabenter-Omidiji","D-I",1105
"279","Denise Swanger","D-I",1126
"280","Dennis Laird","D-I",1132
"281","Derek Brown","D-I",1137
"282","Derek Scott","D-I",1138
"283","Deven Boland","D-I",1142
"284","Diana Consolmagno","D-I",1145
"285","Diana Kendrick","D-I",1146
"286","Diane Hobin","D-I",1150
"287","Diane Ninemire","D-I",1157
"288","Diane Stephenson","D-I",1160
"289","Dick Blood","D-I",1168
"290","Dick Smith","D-I",1173
"291","Dick Wiseman","D-I",1174
"292","Diego Ibarra","D-I",1176
"293","Dirk Welch","D-I",1181
"294","Don Don Williams","D-I",1186
"295","Don Mills","D-I",1197
"296","Don Watson","D-I",1202
"297","Donald Pickett","D-I",1205
"298","Donisha Johnson","D-I",1206
"299","Donley Canary","D-I",1207
"300","Donna Barone","D-I",1208
"301","Donna Bonebreak","D-I",1209
"302","Donna DiBiase","D-I",1211
"303","Donna Martin","D-I",1216
"304","Donna Papa","D-I",1218
"305","Dot Richardson","D-I",1229
"306","Dr. Craig Coleman","D-I",1240
"307","Drew Peterson","D-I",1243
"308","Ed Aronin","D-I",1251
"309","Ed Hynes","D-I",1256
"310","Ed Strauss","D-I",1258
"311","Ehren Earleywine","D-I",1270
"312","Eileen Schmidt","D-I",1273
"313","Elaine Schwager","D-I",1277
"314","Elaine Sortino","D-I",1278
"315","Elayne Lucas","D-I",1279
"316","Elisabeth Beirne","D-I",1282
"317","Elizabeth Luckie","D-I",1287
"318","Ellyn Bartges","D-I",1301
"319","Emily Carosone","D-I",1307
"320","Emily Rottinghaus","D-I",1316
"321","Eric Leyba","D-I",1324
"322","Eric Newell","D-I",1325
"323","Erica Ayers","D-I",1328
"324","Erica Beach","D-I",1329
"325","Erin Brooks","D-I",1342
"326","Erin Brown","D-I",1343
"327","Erin Thorpe","D-I",1357
"328","Eugene Lenti","D-I",1364
"329","Fran Troyan","D-I",1371
"330","Francis Dyson","D-I",1374
"331","Frank Griffin","D-I",1377
"332","Frank Kafka","D-I",1378
"333","Frank Reed","D-I",1383
"334","Frann Wageneck","D-I",1387
"335","Gail Davenport","D-I",1398
"336","Garrett Valis","D-I",1404
"337","Gary Bates","D-I",1405
"338","Gary Ferrin","D-I",1409
"339","Gary Torgeson","D-I",1415
"340","Gator Rebhan","D-I",1418
"341","Gayle Blevins","D-I",1421
"342","Gayle Luedke","D-I",1423
"343","Genee McRath","D-I",1427
"344","Geoff Hirai","D-I",1429
"345","George Burgin","D-I",1430
"346","Gerilyn Proto","D-I",1444
"347","Germaine Fairchild","D-I",1445
"348","Gerry Glasco","D-I",1448
"349","Gina Carbonatto","D-I",1454
"350","Gina Fogue","D-I",1456
"351","Gina LaMandre","D-I",1457
"352","Gina McCool","D-I",1459
"353","Gina Oaks Garcia","D-I",1460
"354","Gino Olivieri","D-I",1463
"355","Glen Payne","D-I",1466
"356","Glenn MacDonald","D-I",1468
"357","Glenn Moore","D-I",1469
"358","Gloria Becksford","D-I",1471
"359","Gordon Eakin","D-I",1473
"360","Greg Berry","D-I",1480
"361","Gwen Lewis","D-I",1493
"362","Gwendolyn Wilson","D-I",1496
"363","Hank Wallis","D-I",1504
"364","Hank Wysocki","D-I",1505
"365","Heather Gelbard","D-I",1521
"366","Heather Rakosik","D-I",1528
"367","Heather Tarr","D-I",1533
"368","Heidi Cavallo","D-I",1539
"369","Heidi Hazen","D-I",1540
"370","Helen Grant","D-I",1543
"371","Helen Pe<U+00F1>a","D-I",1544
"372","Henry Banks","D-I",1546
"373","Hildred Deese","D-I",1553
"374","Hillary Smith","D-I",1554
"375","Holly Aprile","D-I",1557
"376","Holly Brown","D-I",1558
"377","Holly Bruder","D-I",1559
"378","Holly Hesse","D-I",1561
"379","Holly Hughes","D-I",1562
"380","Holly Van Vlymen","D-I",1566
"381","Hope Creasy","D-I",1567
"382","Howard Dobson","D-I",1568
"383","Howie Bagwell","D-I",1571
"384","Irene Mach","D-I",1576
"385","Irene Shea","D-I",1577
"386","Jack Lott","D-I",1595
"387","Jackie Barto","D-I",1599
"388","Jaclyn Timko","D-I",1614
"389","Jacqueline Paddio","D-I",1615
"390","Jacquie Joseph","D-I",1618
"391","Jaime Grillo","D-I",1619
"392","Jalana Brown","D-I",1629
"393","James DeFeo","D-I",1633
"394","James Inzana","D-I",1638
"395","James Landreneau","D-I",1641
"396","James Rodriguez","D-I",1644
"397","Jamie Buksa","D-I",1654
"398","Jamie Forman-Lau","D-I",1657
"399","Jamie Gillies","D-I",1658
"400","Jamie Pinkerton","D-I",1665
"401","Jamie Trachsel","D-I",1671
"402","Jana McGinnis","D-I",1681
"403","Jane Foster","D-I",1685
"404","Jane Martindale","D-I",1687
"405","Jane Worthington","D-I",1691
"406","Janelle Breneman","D-I",1693
"407","Janet Anderson","D-I",1696
"408","Janet Ficke","D-I",1699
"409","Janet Malouf","D-I",1704
"410","Janet Marquis","D-I",1705
"411","Janet Sherman","D-I",1707
"412","Janice Higgins","D-I",1712
"413","Janice Savage","D-I",1715
"414","Janiece Holder","D-I",1717
"415","Jay Miller","D-I",1734
"416","Jay Nelson","D-I",1735
"417","Jay Pyron","D-I",1736
"418","Jean Rivett","D-I",1741
"419","Jeanine Gunther","D-I",1743
"420","Jeanne Rayman","D-I",1745
"421","Jeanne Tostenson-Scarpello","D-I",1746
"422","Jeff Aumend","D-I",1753
"423","Jeff Bozier","D-I",1755
"424","Jeff Breeden","D-I",1756
"425","Jeff Conrad","D-I",1760
"426","Jeff Dabney","D-I",1762
"427","Jeff Horohonich","D-I",1766
"428","Jeff Jackson","D-I",1767
"429","Jeff Savage","D-I",1772
"430","Jeff Tylka","D-I",1774
"431","Jeff Woods","D-I",1776
"432","Jeff Young","D-I",1777
"433","Jeffrey Franquet","D-I",1779
"434","Jen Consaul","D-I",1783
"435","Jen Finley","D-I",1784
"436","Jen Fisher","D-I",1785
"437","Jen Goodwin","D-I",1788
"438","Jen Lapicki","D-I",1789
"439","Jen McIntyre","D-I",1790
"440","Jen Sewell","D-I",1796
"441","Jen Starek","D-I",1797
"442","Jen Steele","D-I",1798
"443","Jenifer Wells","D-I",1800
"444","Jenna Hall","D-I",1806
"445","Jennifer Bagley Trotter","D-I",1810
"446","Jennifer Booth","D-I",1814
"447","Jennifer Collins","D-I",1819
"448","Jennifer Fisher","D-I",1823
"449","Jennifer Herzig","D-I",1827
"450","Jennifer McFalls","D-I",1832
"451","Jennifer Patrick-Swift","D-I",1835
"452","Jennifer Poulsen","D-I",1839
"453","Jennifer Schunke","D-I",1842
"454","Jennifer Teague","D-I",1843
"455","Jennifer VanSickle","D-I",1844
"456","Jennifer Williams","D-I",1847
"457","Jenny Allard","D-I",1848
"458","Jenny Condon","D-I",1849
"459","Jenny Fuller","D-I",1850
"460","Jenny Parsons","D-I",1853
"461","Jenny Rohn","D-I",1854
"462","Jerry Hawker","D-I",1862
"463","Jerry Stieger","D-I",1865
"464","Jeryl Neff","D-I",1866
"465","Jess Bump","D-I",1867
"466","Jess Dannelly","D-I",1868
"467","Jessica Allister","D-I",1872
"468","Jessica Bracamonte","D-I",1875
"469","Jessica Harris","D-I",1880
"470","Jessica Jones","D-I",1884
"471","Jessica Moore","D-I",1888
"472","Jessica O'Donnell","D-I",1890
"473","Jessica Pistole","D-I",1893
"474","Jessica Rodgers","D-I",1895
"475","Jexx Varner","D-I",1902
"476","Jill Cimminello","D-I",1905
"477","Jill Karwoski","D-I",1911
"478","Jill Matyuch","D-I",1913
"479","Jim Beitia","D-I",1920
"480","Jim Clift","D-I",1923
"481","Jim Flowers","D-I",1926
"482","Jim Johnston","D-I",1931
"483","Jim Maynard","D-I",1935
"484","Jim Molloy","D-I",1939
"485","Jim Nolen","D-I",1942
"486","Jim Perrin","D-I",1943
"487","Jimmy Buckner","D-I",1951
"488","Jimmy Kolaitis","D-I",1953
"489","Jo Evans","D-I",1958
"490","Jo Koons","D-I",1960
"491","JoAnn Ferrieri","D-I",1963
"492","JoAnn Gordon","D-I",1965
"493","JoAnne Graf","D-I",1968
"494","Joan Joyce","D-I",1974
"495","Joanna Hardin","D-I",1977
"496","Joanna Lane","D-I",1978
"497","Jodi Eickemeyer","D-I",1984
"498","Jodi Hermanek","D-I",1986
"499","Joe Abraham","D-I",1997
"500","Joe Ausanio","D-I",1998
"501","Joe Botti","D-I",1999
"502","Joe French","D-I",2003
"503","Joe Guthrie","D-I",2004
"504","Joe Verbanic","D-I",2017
"505","Joey Arrietta","D-I",2023
"506","Joey Lye","D-I",2024
"507","John Bargfeldt","D-I",2028
"508","John Bassett","D-I",2030
"509","John Bruno","D-I",2034
"510","John Conway","D-I",2040
"511","John Garris","D-I",2048
"512","John Marchetti","D-I",2063
"513","John Rittman","D-I",2074
"514","John Seneca","D-I",2075
"515","John Wong","D-I",2081
"516","Johnny Brown","D-I",2083
"517","Jon Ladino","D-I",2087
"518","Jon Malgradi","D-I",2088
"519","Jonnah O'Donnell","D-I",2092
"520","Jordan Clark","D-I",2094
"521","Jordan Fitzpatrick","D-I",2095
"522","Jordan Stevens","D-I",2100
"523","Jose Garcia","D-I",2103
"524","Jose Gonzalez","D-I",2104
"525","Josef Rankin","D-I",2108
"526","Josh Taylor","D-I",2122
"527","Joy Peterson","D-I",2130
"528","Joyce Compton","D-I",2131
"529","Joyce Wellhoefer","D-I",2136
"530","Joylyn Ichiyama","D-I",2137
"531","Juanita Parker","D-I",2139
"532","Judi Garman","D-I",2140
"533","Judy Favor","D-I",2141
"534","Julie Boland","D-I",2152
"535","Julie Brzezinski","D-I",2153
"536","Julie Croft","D-I",2156
"537","Julie Farlow","D-I",2158
"538","Julie Jones","D-I",2163
"539","Julie LeVeck","D-I",2167
"540","Julie Pharr","D-I",2174
"541","Julie Pratt","D-I",2176
"542","Julie Standering","D-I",2178
"543","Julie Strand","D-I",2179
"544","Julie Wright","D-I",2181
"545","Justin Lewis","D-I",2186
"546","Justin Shults","D-I",2187
"547","Justin Walker","D-I",2188
"548","Justine Wichman","D-I",2189
"549","Kalum Haack","D-I",2198
"550","Kama Tucker","D-I",2199
"551","Kami Sutton","D-I",2200
"552","Kara Amundson","D-I",2203
"553","Kara Dill","D-I",2204
"554","Karavin  Dew","D-I",2210
"555","Karen Baird","D-I",2212
"556","Karen Gallagher","D-I",2218
"557","Karen Green","D-I",2219
"558","Karen Johns","D-I",2221
"559","Karen Linder","D-I",2223
"560","Karen Mullins","D-I",2224
"561","Karen Weekly","D-I",2232
"562","Karen Yoder","D-I",2233
"563","Kari Whitney","D-I",2235
"564","Karla Ross","D-I",2243
"565","Kary Kankey","D-I",2246
"566","Kasey Griffith","D-I",2249
"567","Kassie Stanfill","D-I",2250
"568","Kate Drohan","D-I",2257
"569","Kate Madden","D-I",2260
"570","Kate Stake","D-I",2262
"571","Kate Wheeler","D-I",2264
"572","Kate Wiesmiller","D-I",2265
"573","Katherine Kelley","D-I",2268
"574","Kathleen Rodriguez","D-I",2273
"575","Kathryn Gleason","D-I",2276
"576","Kathy Arendsen","D-I",2278
"577","Kathy Bocock","D-I",2279
"578","Kathy Leitke","D-I",2287
"579","Kathy Riley","D-I",2294
"580","Kathy Rodolph","D-I",2295
"581","Kathy Strahan","D-I",2297
"582","Kathy Van","D-I",2299
"583","Kathy Van Wyk","D-I",2300
"584","Kathy Veroni","D-I",2301
"585","Kathy Welter","D-I",2303
"586","Kathyrn Stewart","D-I",2306
"587","Katie Flynn","D-I",2315
"588","Katie Jansson","D-I",2318
"589","Kay Brechtelsbauer","D-I",2327
"590","Kayla Curbow","D-I",2330
"591","Kayla Noonan","D-I",2333
"592","Keith Fisher","D-I",2336
"593","Kella Goins","D-I",2339
"594","Kelley Green","D-I",2341
"595","Kelley Kirkland","D-I",2342
"596","Kelliner Croushore","D-I",2350
"597","Kelly Burns","D-I",2353
"598","Kelly Ford","D-I",2356
"599","Kelly Inouye-Perez","D-I",2358
"600","Kelly Kovach Schoenly","D-I",2360
"601","Kelly Rodman","D-I",2367
"602","Kelly Van Houten","D-I",2373
"603","Kelsey Christensen","D-I",2378
"604","Ken Eriksen","D-I",2390
"605","Ken Johnson","D-I",2391
"606","Ken Phillips","D-I",2398
"607","Kendall Fuller","D-I",2400
"608","Kenny Gajewski","D-I",2405
"609","Kenya Peters","D-I",2410
"610","Kenzie Roark","D-I",2411
"611","Kerri Blaylock","D-I",2420
"612","Kerri Jacklets","D-I",2421
"613","Kerry Shaw","D-I",2428
"614","Kevin Fagan","D-I",2435
"615","Kevin Montgomery","D-I",2440
"616","Kiki Stokes O'Connor","D-I",2445
"617","Kim Dean","D-I",2452
"618","Kim Griffin","D-I",2457
"619","Kim Gwydir","D-I",2458
"620","Kim Newbern","D-I",2464
"621","Kim Oelschlager","D-I",2465
"622","Kim Schuette","D-I",2467
"623","Kim Sowder","D-I",2469
"624","Kim Staehle","D-I",2470
"625","Kimball Cassady","D-I",2479
"626","Kimberly Stiles","D-I",2483
"627","Kirin Kumar","D-I",2488
"628","Kirk Walker","D-I",2489
"629","Kirkland Hall","D-I",2490
"630","Kortny Hall","D-I",2496
"631","Kris Ganeff","D-I",2499
"632","Krista Wood","D-I",2510
"633","Kristen Butler","D-I",2514
"634","Kristen Voak","D-I",2526
"635","Kristen Zaleski","D-I",2527
"636","Kristi Bredbenner","D-I",2530
"637","Kristi Stefanoni","D-I",2534
"638","Kristie Fox","D-I",2541
"639","Kristin Delahoussaye","D-I",2544
"640","Kristin Ryman","D-I",2550
"641","Kristin Vesely","D-I",2552
"642","Kristina McSweeney","D-I",2554
"643","Kristy Burton","D-I",2556
"644","Kristy Norton","D-I",2557
"645","Kristy Schroeder","D-I",2558
"646","Kyla Holas","D-I",2561
"647","Kyle Jamieson","D-I",2565
"648","Kyle Magnusson","D-I",2568
"649","LaDonia Hughes","D-I",2572
"650","Lacy Prejean","D-I",2578
"651","Lacy Schurr","D-I",2579
"652","Lana Richmond","D-I",2582
"653","Lana Williams","D-I",2584
"654","Laneigh Clark","D-I",2590
"655","Laney Jones","D-I",2591
"656","Larissa Anderson","D-I",2593
"657","Larry Caudillo","D-I",2595
"658","Larry Dougherty","D-I",2597
"659","Larry Hineline","D-I",2601
"660","Larry Puzan","D-I",2606
"661","Larry Ray","D-I",2608
"662","Larry Stocking","D-I",2610
"663","Laura Berg","D-I",2614
"664","Laura Matthews","D-I",2628
"665","Laura McLain","D-I",2629
"666","Laura Ricciardone","D-I",2632
"667","Laura Valentino","D-I",2634
"668","Laura Watten","D-I",2636
"669","Laurel Simmons","D-I",2638
"670","Lauren Karn","D-I",2646
"671","Lauren McCoy","D-I",2648
"672","Laurie LeGoff","D-I",2654
"673","Lea Ann Jarvis","D-I",2662
"674","Leanne Baker","D-I",2666
"675","Lee Smith","D-I",2670
"676","Leigh Podlesny","D-I",2676
"677","Leigh Ross","D-I",2677
"678","Leon Moore","D-I",2685
"679","Leslie Hagan","D-I",2693
"680","Leslie King","D-I",2696
"681","Leslie Phelan","D-I",2699
"682","Letty Olivarez","D-I",2701
"683","Liane Lane","D-I",2703
"684","Linda Carothers","D-I",2709
"685","Linda Derk","D-I",2711
"686","Linda Garza","D-I",2715
"687","Linda Kalafatis","D-I",2717
"688","Linda Mueller","D-I",2718
"689","Linda Sagnelli","D-I",2719
"690","Linda Spradley","D-I",2720
"691","Linda Wells","D-I",2722
"692","Lindsay Chouinard","D-I",2726
"693","Lindsay Diehl","D-I",2728
"694","Lindsay Fico","D-I",2730
"695","Lindsay Leftwich","D-I",2733
"696","Lindsey Ubrun","D-I",2738
"697","Lisa Bernstein","D-I",2744
"698","Lisa Boyer","D-I",2746
"699","Lisa Costello","D-I",2750
"700","Lisa Dodd","D-I",2751
"701","Lisa Mize","D-I",2763
"702","Lisa Navas","D-I",2765
"703","Lisa Rhodes","D-I",2771
"704","Lisa Van Ackeren","D-I",2773
"705","Lisa Weis","D-I",2774
"706","Liz Bouck-Jagielski","D-I",2778
"707","Liz Miller","D-I",2780
"708","Liz Young","D-I",2784
"709","Lloydene Searle","D-I",2786
"710","Lois Kahl","D-I",2787
"711","Lonni Alameda","D-I",2788
"712","Loren LaPorte","D-I",2793
"713","Lori Castellano","D-I",2797
"714","Lori Cook","D-I",2798
"715","Lori McArthur","D-I",2806
"716","Lori Perez","D-I",2809
"717","Louie Berndt","D-I",2823
"718","Louis Jones Jr.","D-I",2825
"719","Lowell Barnhart","D-I",2827
"720","Lu Harris-Champer","D-I",2828
"721","Luke Walker","D-I",2834
"722","Lynn Coutts","D-I",2841
"723","Lynn Curylo","D-I",2843
"724","Lynn Oberbillig","D-I",2846
"725","MJ Knighten","D-I",2853
"726","Maddie Cunningham","D-I",2858
"727","Magail Frezzotti","D-I",2862
"728","Maggie Calcaterra","D-I",2863
"729","Maggie Huffaker","D-I",2864
"730","Maggie Johnson","D-I",2865
"731","Maggie St. Ledger","D-I",2868
"732","Mamie Jones","D-I",2872
"733","Mandee Gamboa","D-I",2873
"734","Mandy Burford","D-I",2877
"735","Mandy Gardner-Colegate","D-I",2878
"736","Mandy Roczniak","D-I",2881
"737","Marc Gillis","D-I",2886
"738","Marcie Higgs","D-I",2893
"739","Marcy Crouch","D-I",2895
"740","Margaret Rebenar","D-I",2896
"741","Margie Wright","D-I",2902
"742","Margo Jonker","D-I",2903
"743","Maria DiBernardi","D-I",2906
"744","Maria Winn-Ratliff","D-I",2908
"745","Marina Demore","D-I",2917
"746","Marissa Lamison-Myers","D-I",2922
"747","Marissa Young","D-I",2927
"748","Mark Cooke","D-I",2931
"749","Mark Cumpian","D-I",2932
"750","Mark Montgomery","D-I",2940
"751","Mark Redburn","D-I",2943
"752","Mark Voisard","D-I",2954
"753","Marla Looper","D-I",2955
"754","Marla Townsend","D-I",2956
"755","Marlee Wilson","D-I",2957
"756","Mary Ann Kluge","D-I",2968
"757","Mary Higgins","D-I",2973
"758","Mary Hill","D-I",2974
