"","head_coach","division","coach_id"
"360","Elle Fracker","D-II",1290
"361","Ellen McGinnis","D-II",1293
"362","Ellie Hanover","D-II",1298
"363","Ellie O'Shea","D-II",1299
"364","Elsa Cocker","D-II",1302
"365","Emiley Burriss","D-II",1304
"366","Emily Montanez","D-II",1314
"367","Emily Russell","D-II",1317
"368","Emlyn Knerem","D-II",1319
"369","Emma Johansen","D-II",1320
"370","Eneka Burks","D-II",1321
"371","Erica Graham","D-II",1332
"372","Erik Kozel","D-II",1337
"373","Erika Renwick","D-II",1339
"374","Erika Swanson","D-II",1340
"375","Erin Bly","D-II",1341
"376","Erin Clary","D-II",1344
"377","Erin Forbes","D-II",1345
"378","Erin Harvey","D-II",1346
"379","Erin Kinberger","D-II",1347
"380","Erin Livingston","D-II",1349
"381","Estela Gutierrez","D-II",1362
"382","Evelyn Bean","D-II",1366
"383","Everett Roper","D-II",1368
"384","Francine Roseman","D-II",1373
"385","Frank Cheek","D-II",1375
"386","Frank Fiorino","D-II",1376
"387","Frankie Garcia","D-II",1386
"388","Fred Burroughs","D-II",1388
"389","Fred Gillum","D-II",1391
"390","Fred Neering","D-II",1392
"391","Fred Parker","D-II",1393
"392","Fred Williams","D-II",1395
"393","Freddy Flores","D-II",1396
"394","Gail Klock","D-II",1399
"395","Gail Mays","D-II",1401
"396","Galen Struve","D-II",1402
"397","Galon Paton","D-II",1403
"398","Gary Bryce","D-II",1408
"399","Gary Frederick","D-II",1410
"400","Gary VanCauwenberge","D-II",1416
"401","Gay McNutt","D-II",1419
"402","Gayla Steenbergen","D-II",1420
"403","Geena Garabedian","D-II",1424
"404","Genny Stidham","D-II",1428
"405","George DiMatteo","D-II",1431
"406","Gerice Olson","D-II",1443
"407","Gerri Condo","D-II",1446
"408","Gerry Pinkston","D-II",1449
"409","Gerry Szabo","D-II",1450
"410","Gia Wilkerson","D-II",1451
"411","Gidget Pambianchi","D-II",1452
"412","Gina Perino","D-II",1461
"413","Ginger Chaffinch","D-II",1462
"414","Gladys Crawford","D-II",1464
"415","Glen Crawford","D-II",1465
"416","Glenda Grubbs","D-II",1467
"417","Grace Jackson","D-II",1475
"418","Greg Crowley","D-II",1481
"419","Greg Jones","D-II",1482
"420","Greg Joseph","D-II",1483
"421","Gregg Sauve","D-II",1486
"422","Gretchen Loose","D-II",1488
"423","Gretta Melsted","D-II",1490
"424","Guy Petell","D-II",1491
"425","Gwen Kagaoan","D-II",1492
"426","Gwendolyn Rouse","D-II",1495
"427","Hailey Post","D-II",1499
"428","Hallie Blackney","D-II",1502
"429","Hanna Lythberg","D-II",1506
"430","Hannah Fillmore","D-II",1508
"431","Hannah Griffin","D-II",1509
"432","Harley Roller","D-II",1512
"433","Harold Brumbaugh","D-II",1513
"434","Harry Herman","D-II",1515
"435","Harry Sauter","D-II",1516
"436","Heather Hall","D-II",1523
"437","Heather Hoehn","D-II",1524
"438","Heather Rinkevich","D-II",1529
"439","Heather Tarter","D-II",1534
"440","Heather Wolbers","D-II",1538
"441","Heidi Jordan","D-II",1541
"442","Helen Riley","D-II",1545
"443","Herb Bell","D-II",1549
"444","Herb Melendez","D-II",1550
"445","Herb Minch","D-II",1551
"446","Hiram Godwin","D-II",1555
"447","Hollie Chadwick","D-II",1556
"448","Holly Carnes","D-II",1560
"449","Holly Rahn","D-II",1564
"450","Howard Okita","D-II",1569
"451","Hythia Evans","D-II",1572
"452","India Kornegay","D-II",1574
"453","Ingrid Wicker-McCree","D-II",1575
"454","J.D. Long","D-II",1583
"455","J.T. Schrage","D-II",1586
"456","Jace Brewer","D-II",1587
"457","Jack Byerley","D-II",1588
"458","Jack Ingram","D-II",1592
"459","Jack Robinson","D-II",1596
"460","Jack Stevens","D-II",1597
"461","Jackie Coburn","D-II",1600
"462","Jackie Huff","D-II",1602
"463","Jackie Nebelsiek","D-II",1604
"464","Jackie Price","D-II",1606
"465","Jackie Stickley","D-II",1610
"466","Jaclin Poole","D-II",1612
"467","Jacqui Huffman","D-II",1616
"468","Jaime Kylis","D-II",1620
"469","Jaime Lorenzo","D-II",1621
"470","Jaime Porter","D-II",1623
"471","Jaime Wallin","D-II",1624
"472","Jaime Wohlbach","D-II",1625
"473","Jake Cockerham","D-II",1626
"474","Jake Schumann","D-II",1628
"475","James Bacca","D-II",1631
"476","James Hoggard","D-II",1637
"477","Jameshia Smith","D-II",1650
"478","Jamie Dunn","D-II",1656
"479","Jamie Grodecki","D-II",1659
"480","Jamie Halbrook","D-II",1660
"481","Jamie Meyers","D-II",1663
"482","Jamie Stanclift","D-II",1668
"483","Jan Hutchinson","D-II",1676
"484","Jan Schefkowitz","D-II",1678
"485","Jana Fields","D-II",1680
"486","Jane McDonald","D-II",1688
"487","Janet Montgomery","D-II",1706
"488","Janet Stumps","D-II",1708
"489","Janice Esses","D-II",1711
"490","Janice Iverson","D-II",1713
"491","Janie Cofield","D-II",1716
"492","Janis Ruetz","D-II",1718
"493","Jarnett Lono","D-II",1720
"494","Jason Anderson","D-II",1721
"495","Jason Bryant","D-II",1722
"496","Jason Hanson","D-II",1724
"497","Jason Jenkins","D-II",1725
"498","Jason Marino","D-II",1727
"499","Jason Ollison","D-II",1729
"500","Jason Sobolick","D-II",1731
"501","Jay Johnson","D-II",1732
"502","Jay Jondro","D-II",1733
"503","Jeff Cleanthes","D-II",1759
"504","Jeff Craft","D-II",1761
"505","Jeff Hite","D-II",1765
"506","Jeff Nickerson","D-II",1769
"507","Jeff Rogers","D-II",1771
"508","Jeff Wilson","D-II",1775
"509","Jen Banford","D-II",1780
"510","Jen George","D-II",1787
"511","Jen Mineau","D-II",1792
"512","Jenn Testa","D-II",1804
"513","Jennifer Bridges","D-II",1815
"514","Jennifer Clifford","D-II",1818
"515","Jennifer Gorecki","D-II",1824
"516","Jennifer Gustin","D-II",1825
"517","Jennifer Hastings","D-II",1826
"518","Jennifer Jimerson","D-II",1828
"519","Jennifer Mitchell","D-II",1833
"520","Jennifer Pagani","D-II",1834
"521","Jennifer Probst","D-II",1840
"522","Jennifer Walter","D-II",1845
"523","Jenny Hill","D-II",1851
"524","Jeremy Popp","D-II",1855
"525","Jeremy Reece","D-II",1856
"526","Jerry Breaux","D-II",1860
"527","Jerry Grasso","D-II",1861
"528","Jerry Snyder","D-II",1864
"529","Jesse Angel","D-II",1869
"530","Jessica Boone","D-II",1874
"531","Jessica Clack","D-II",1876
"532","Jessica Cooley","D-II",1877
"533","Jessica Rayman","D-II",1894
"534","Jessica Ross","D-II",1896
"535","Jessica Ventoza","D-II",1899
"536","Jessie Homesley","D-II",1901
"537","Jill Bailey-Heckman","D-II",1903
"538","Jill Freese","D-II",1906
"539","Jill Fuduric","D-II",1907
"540","Jill Gagnon","D-II",1908
"541","Jill Murray","D-II",1916
"542","Jill Webb","D-II",1917
"543","Jillian Rispoli","D-II",1918
"544","Jim Cardello","D-II",1922
"545","Jim DiNobile","D-II",1924
"546","Jim Flora","D-II",1925
"547","Jim Gentleman","D-II",1927
"548","Jim Maier","D-II",1934
"549","Jim Murphy","D-II",1941
"550","Jim Peterson","D-II",1944
"551","Jim Seeley","D-II",1945
"552","Jim Webb","D-II",1948
"553","Jimmie Reed","D-II",1950
"554","Jimmy Hernandez","D-II",1952
"555","Jimmy Martin","D-II",1954
"556","Jimmy Walker","D-II",1955
"557","Jo Jo White","D-II",1959
"558","Jo Kord","D-II",1961
"559","JoAnne Shirkey","D-II",1969
"560","Joanne Leight","D-II",1980
"561","Jodi Pezek-Burns","D-II",1988
"562","Jody Fillpot","D-II",1991
"563","Jody Rogers","D-II",1996
"564","Joe DiPietro","D-II",2001
"565","Joe Elston","D-II",2002
"566","Joe Hennie","D-II",2006
"567","Joe Montefusco","D-II",2013
"568","Joe Musante","D-II",2014
"569","Joe Yegge","D-II",2019
"570","Joel Worthington","D-II",2022
"571","John Bellizzi","D-II",2031
"572","John Blair","D-II",2032
"573","John Campbell","D-II",2038
"574","John Horan","D-II",2054
"575","John Kelly","D-II",2057
"576","John Letscher","D-II",2059
"577","John Light","D-II",2060
"578","John Mai","D-II",2061
"579","John Punzo","D-II",2070
"580","John Stutsman","D-II",2077
"581","John Van Zant","D-II",2079
"582","Johnny Hughes","D-II",2084
"583","Jon Misfeldt","D-II",2089
"584","Jone Bush","D-II",2090
"585","Joni Bokanovich","D-II",2091
"586","Jordan Bastain","D-II",2093
"587","Jordan Olson","D-II",2096
"588","Jordan Petersen","D-II",2099
"589","Jordon Jones","D-II",2101
"590","Joseph Long","D-II",2111
"591","Josh Barnes","D-II",2114
"592","Josh Beauregard","D-II",2115
"593","Josh Bumgarner","D-II",2116
"594","Jovon Times","D-II",2126
"595","Joy Figueredo","D-II",2128
"596","Joyce Kanaskie","D-II",2132
"597","Juan Hunt","D-II",2138
"598","Judy Groff","D-II",2142
"599","Judy Lawes","D-II",2143
"600","Juli Greep","D-II",2148
"601","Julia Gray","D-II",2150
"602","Juliana Santos","D-II",2151
"603","Julie Coert","D-II",2154
"604","Julie Garcia","D-II",2160
"605","Julie Huebner","D-II",2162
"606","Julie Kennedy","D-II",2164
"607","Julie LeMaire","D-II",2166
"608","Julie Mata","D-II",2170
"609","Julie Meyer","D-II",2171
"610","Julie Moss","D-II",2172
"611","Julie Szala","D-II",2180
"612","Junior Bailey","D-II",2183
"613","Kacey Alexander","D-II",2190
"614","Kaela Robinson","D-II",2191
"615","Kaley Ness","D-II",2196
"616","Kandi Krebs","D-II",2201
"617","Kara Peecher","D-II",2209
"618","Karen Bitter","D-II",2213
"619","Karen Pauley","D-II",2225
"620","Karen Reinertson","D-II",2228
"621","Karin Gadberry","D-II",2237
"622","Karla Nelson","D-II",2242
"623","Kate Bowen","D-II",2256
"624","Kate Whalen","D-II",2263
"625","Kathleen Tracy","D-II",2274
"626","Kathryn Bzdafka","D-II",2275
"627","Kathryn Grant","D-II",2277
"628","Kathy Cummings","D-II",2280
"629","Kathy DeYoung","D-II",2281
"630","Katie Ackerman","D-II",2307
"631","Katie Apostolopoulos","D-II",2309
"632","Katie Connell","D-II",2312
"633","Katie Grimes","D-II",2317
"634","Katie Welborn","D-II",2324
"635","Kayla Adams","D-II",2328
"636","Kayla Lucas","D-II",2332
"637","Keith James","D-II",2337
"638","Kelley Montalvo","D-II",2343
"639","Kelly McArdle","D-II",2361
"640","Kelly Paterson","D-II",2365
"641","Kelly Shannon","D-II",2370
"642","Kelly Stauffer-Osburn","D-II",2371
"643","Kelsey Chapman","D-II",2377
"644","Kelsey Fehl","D-II",2379
"645","Kelsey Hodgson","D-II",2380
"646","Kelsey Stopp","D-II",2383
"647","Kelsey Thompson","D-II",2384
"648","Kelsi Dunne Diaz","D-II",2385
"649","Ken Ayers","D-II",2387
"650","Ken LeGrice","D-II",2392
"651","Ken Marchisella","D-II",2395
"652","Ken Scott","D-II",2399
"653","Kendra McDaniel","D-II",2401
"654","Kenneth Bellamy","D-II",2403
"655","Kenneth King","D-II",2404
"656","Kenny Jones","D-II",2406
"657","Kenny Terry","D-II",2407
"658","Kent Yamaguchi","D-II",2409
"659","Keri Becker","D-II",2412
"660","Keri Cobb","D-II",2414
"661","Kerri Blackwell","D-II",2419
"662","Kevin Allison","D-II",2430
"663","Kevin Blaskowski","D-II",2431
"664","Kevin Forde","D-II",2436
"665","Kevin Jannusch","D-II",2438
"666","Kim Aggabao","D-II",2446
"667","Kim Franchi","D-II",2455
"668","Kim Lemmens","D-II",2459
"669","Kim Lindsey","D-II",2460
"670","Kim Maher","D-II",2462
"671","Kim Mattox","D-II",2463
"672","Kim Vinson","D-II",2474
"673","Kimberly Hayden","D-II",2480
"674","Kimberly Miller","D-II",2481
"675","Kimmy Bloemers","D-II",2485
"676","Kip Keenan","D-II",2486
"677","Kira Zeiter","D-II",2487
"678","Kirsten Jensen","D-II",2491
"679","Kris Mort","D-II",2505
"680","Kris Risley","D-II",2506
"681","Kristen Bakalar","D-II",2513
"682","Kristen Overton","D-II",2521
"683","Kristen Soukup","D-II",2523
"684","Kristen Sullivan","D-II",2524
"685","Kristen Tunno","D-II",2525
"686","Kristi Lansford","D-II",2532
"687","Kristi Toppins","D-II",2535
"688","Kristi Villar","D-II",2537
"689","Kristie Betancur","D-II",2538
"690","Kristie Delk","D-II",2540
"691","Kristin Boyes","D-II",2543
"692","Kristin Hall","D-II",2545
"693","Kristin Halte","D-II",2546
"694","Kristin Janes","D-II",2547
"695","Kristin Ortman","D-II",2548
"696","Kyle Gross","D-II",2564
"697","Kyle Lem","D-II",2567
"698","Kyleigh Payne","D-II",2570
"699","Kyrin Walker","D-II",2571
"700","LaTasha Branch","D-II",2573
"701","Lacey Schanz","D-II",2575
"702","Lacinda Melanson","D-II",2576
"703","Lane Leedy","D-II",2588
"704","Lani Shaffer","D-II",2592
"705","Larry Cooper","D-II",2596
"706","Larry Gore","D-II",2598
"707","Larry Hays","D-II",2599
"708","Larry Holstad","D-II",2603
"709","Larry Keen","D-II",2604
"710","Larry Kees","D-II",2605
"711","Lataya Hilliard-Gray","D-II",2612
"712","Laura Aker","D-II",2613
"713","Laura Cliett","D-II",2615
"714","Laura Cymmerman","D-II",2616
"715","Laura North","D-II",2631
"716","Lauren Collins","D-II",2640
"717","Lauren Rizzo","D-II",2650
"718","Lauren Sigwing","D-II",2651
"719","Laurie Lokash","D-II",2655
"720","Laurie Morley","D-II",2656
"721","Laurie Nevarez","D-II",2657
"722","Lawanda Pearson","D-II",2658
"723","LeKeisha Henry","D-II",2661
"724","Leah Glasgow","D-II",2663
"725","Lee Dobbins","D-II",2668
"726","Lee Swanson","D-II",2671
"727","Leigh Streetman","D-II",2678
"728","Len Anderson","D-II",2679
"729","Len Glowzenski","D-II",2680
"730","Leon Gray Jr.","D-II",2684
"731","Les Stuedeman","D-II",2686
"732","Lesa Bickley","D-II",2687
"733","Lesa Bonee'","D-II",2688
"734","Leslie Ballard","D-II",2689
"735","Leslie Dean","D-II",2691
"736","Leslie Kanter","D-II",2695
"737","Leslie Lopez","D-II",2697
"738","Linda Bell","D-II",2707
"739","Linda Draft","D-II",2713
"740","Lindsay Eagan","D-II",2729
"741","Lindsay Gardner","D-II",2732
"742","Lindsay Mayer","D-II",2734
"743","Lindsay Vanover","D-II",2736
"744","Lis Fee","D-II",2741
"745","Lisa Barbaro","D-II",2743
"746","Lisa Bocash","D-II",2745
"747","Lisa Burwell","D-II",2747
"748","Lisa Carey","D-II",2748
"749","Lisa Carlsen","D-II",2749
"750","Lisa Mason","D-II",2757
"751","Lisa McKinney","D-II",2760
"752","Lisa Minton-Dean","D-II",2762
"753","Lisa Nemeth","D-II",2766
"754","Lisa Pearce","D-II",2768
"755","Lisa Phillips","D-II",2769
"756","Liz Kelly","D-II",2779
"757","Lonnie Hicks","D-II",2790
"758","Lonny Sargent","D-II",2791
"759","Loraine Dunbar","D-II",2792
"760","Loretta Coughlin","D-II",2794
"761","Lori Kwiatkowski","D-II",2803
"762","Lori Lipscomb","D-II",2804
"763","Lori Meyer","D-II",2807
"764","Lori Reyes","D-II",2811
"765","Lori Shimasaki","D-II",2815
"766","Lori Vazquez","D-II",2816
