"","last_team","player_id","player","teams","seasons","first","last","headshot","...1","team_id","division"
"20309","Lake Forest",14813,"Kayla Collins","Southern Ark. + Lake Forest","2021+2024+2023+2025","Kayla","Collins",NA,769,344,"D-III"
"20310","Elms",15326,"Kayla Cook","Elms","2022+2023+2024+2025","Kayla","Cook",NA,704,532,"D-III"
"20311","LeTourneau",15844,"Kayla Cosby","LeTourneau","2016","Kayla","Cosby",NA,774,8490,"D-III"
"20312","Montclair St.",15851,"Kayla Cosentino","Montclair St.","2024+2022+2023","Kayla","Cosentino",NA,820,442,"D-III"
"20313","North Central (IL)",16248,"Kayla Crabtree","North Central (IL)","2025+2023+2024","Kayla","Crabtree",NA,839,492,"D-III"
"20314","Ripon",16866,"Kayla Cruz","Rhode Island + North Florida + Ripon","2016+2019+2023+2024+2025","Kayla","Cruz",NA,883,577,"D-III"
"20315","La. Christian",17814,"Kayla Dauthier","Louisiana Col. + La. Christian","2021+2022+2023+2020+2024","Kayla","Dauthier",NA,NA,NA,"D-III"
"20316","Penn St.-Altoona",17872,"Kayla Davidson","Millsaps + Penn St.-Altoona","2017+2018+2020","Kayla","Davidson",NA,861,25719,"D-III"
"20317","Randolph-Macon",18055,"Kayla Davis","Alabama + Randolph-Macon","2019+2021+2022+2023+2024+2025","Kayla","Davis",NA,877,565,"D-III"
"20318","Pitt.-Bradford",18262,"Kayla Day","Webster + Pitt.-Bradford","2016+2017+2024","Kayla","Day",NA,866,1315,"D-III"
"20319","Becker",18916,"Kayla Dell'anno","Becker","2024","Kayla","Dell'anno",NA,NA,NA,"D-III"
"20320","Wentworth",19042,"Kayla Demedeiros","Wentworth","2018+2019+2020+2024+2022+2021","Kayla","Demedeiros",NA,980,762,"D-III"
"20321","Albertus Magnus",19385,"Kayla Despres","Albertus Magnus","2024","Kayla","Despres",NA,602,2798,"D-III"
"20322","Salem (NC)",19679,"Kayla Dick","Salem (NC)","2025","Kayla","Dick",NA,911,30041,"D-III"
"20323","Mount Aloysius",19797,"Kayla Diehl","Mount Aloysius","2022+2024+2023+2021","Kayla","Diehl",NA,822,30036,"D-III"
"20324","Anderson (IN)",19924,"Kayla Dillinger","Anderson (IN)","2022","Kayla","Dillinger",NA,612,939,"D-III"
"20325","Bethany (WV)",20014,"Kayla Dinsmore","Bethany (WV)","2017+2018+2019","Kayla","Dinsmore",NA,630,59,"D-III"
"20326","Elms",20302,"Kayla Doherty","Elms","2016+2017+2018+2019","Kayla","Doherty",NA,704,532,"D-III"
"20327","UW-River Falls",20324,"Kayla Dolan","UW-River Falls","2024+2025","Kayla","Dolan",NA,961,801,"D-III"
"20328","Stockton",20353,"Kayla Dollard","Stockton","2024","Kayla","Dollard",NA,942,681,"D-III"
"20329","San Diego Christian",20385,"Kayla Domingues","San Diego Christian","2020","Kayla","Domingues",NA,NA,NA,"D-III"
"20330","Sweet Briar",20565,"Kayla Dooms","Sweet Briar","2016+2017","Kayla","Dooms",NA,946,687,"D-III"
"20331","Va. Wesleyan",20639,"Kayla Dost","Va. Wesleyan","2016","Kayla","Dost",NA,968,745,"D-III"
"20332","Houston-Victoria",20745,"Kayla Dow","Houston-Victoria","2022+2024","Kayla","Dow",NA,NA,NA,"D-III"
"20333","Wittenberg",20870,"Kayla Drake","Wittenberg","2023+2024+2025","Kayla","Drake",NA,1008,806,"D-III"
"20334","Our Lady of the Lake",20913,"Kayla Dreese","Our Lady of the Lake","2020+2023","Kayla","Dreese",NA,NA,NA,"D-III"
"20335","Thomas (ME)",21191,"Kayla Duhaime","Thomas (ME)","2022+2023+2024+2025","Kayla","Duhaime",NA,950,2758,"D-III"
"20336","Kalamazoo",21729,"Kayla Dziadzio","Kalamazoo","2016+2017","Kayla","Dziadzio",NA,758,326,"D-III"
"20337","Bethany (KS)",22180,"Kayla Eggly","Bethany (KS)","2022","Kayla","Eggly",NA,NA,NA,"D-III"
"20338","Southern Vt.",22612,"Kayla Emmi","Southern Vt.","2016","Kayla","Emmi",NA,NA,NA,"D-III"
"20339","Dominican (IL)",23384,"Kayla Faber-cournane","Dominican (IL)","2023+2024","Kayla","Faber-cournane",NA,691,1332,"D-III"
"20340","Castleton",23403,"Kayla Fac","VTSU Castleton + Castleton","2022+2023+2019+2020+2024","Kayla","Fac",NA,NA,NA,"D-III"
"20341","Buena Vista",23651,"Kayla Farmer","Buena Vista","2022+2023+2024+2025","Kayla","Farmer",NA,642,84,"D-III"
"20342","Framingham St.",24396,"Kayla Finacchiaro","Newbury + Framingham St.","2016+2017+2018","Kayla","Finacchiaro",NA,715,238,"D-III"
"20343","Union (NY)",24601,"Kayla Fisher","Union (NY)","2017+2018+2019","Kayla","Fisher",NA,962,727,"D-III"
"20344","Iowa Wesleyan",25285,"Kayla Ford","Iowa Wesleyan","2019+2020+2024","Kayla","Ford",NA,NA,NA,"D-III"
"20345","Wesley",26179,"Kayla Fromal","Wesley","2016","Kayla","Fromal",NA,NA,NA,"D-III"
"20346","Montclair St.",26802,"Kayla Gallo","Monmouth + Rutgers-Newark + Montclair St.","2018+2016+2017+2020+2024","Kayla","Gallo",NA,820,442,"D-III"
"20347","York (PA)",27296,"Kayla Garland","York (PA)","2025","Kayla","Garland",NA,1014,815,"D-III"
"20348","Chatham",27718,"Kayla Gee","Lock Haven + Chatham","2017+2018+2019+2024+2021","Kayla","Gee",NA,663,10972,"D-III"
"20349","Curry",27883,"Kayla Georgeu","Curry","2020+2024+2022","Kayla","Georgeu",NA,682,170,"D-III"
"20350","La Verne",28058,"Kayla Giannatasio","La Verne","2019+2020","Kayla","Giannatasio",NA,767,341,"D-III"
"20351","Mitchell",28867,"Kayla Goins","Mitchell","2022+2023","Kayla","Goins",NA,818,30042,"D-III"
"20352","Saint Elizabeth",29200,"Kayla Gonzalez","Sonoma St. + Saint Elizabeth","2025+2016","Kayla","Gonzalez",NA,907,9684,"D-III"
"20353","Albertus Magnus",29565,"Kayla Gosselin","Albertus Magnus","2018+2019+2020","Kayla","Gosselin",NA,602,2798,"D-III"
"20354","Waynesburg",29883,"Kayla Gratton","Waynesburg","2024+2022+2023+2021","Kayla","Gratton",NA,976,1434,"D-III"
"20355","John Jay",29900,"Kayla Graver","John Jay","2022","Kayla","Graver",NA,756,321,"D-III"
"20356","Ozarks (AR)",29974,"Kayla Gray","Ozarks (AR)","2017+2016","Kayla","Gray",NA,854,23008,"D-III"
"20357","Calvin",30581,"Kayla Groen","Calvin","2017+2018+2019+2020+2024","Kayla","Groen",NA,649,114,"D-III"
"20358","Wells",30684,"Kayla Groth","Wells","2022","Kayla","Groth",NA,979,761,"D-III"
"20359","Notre Dame (MD)",30734,"Kayla Grube","Notre Dame (MD)","2024+2022","Kayla","Grube",NA,845,8600,"D-III"
"20360","Texas Lutheran",30840,"Kayla Guerra","Texas Lutheran","2022","Kayla","Guerra",NA,948,1400,"D-III"
"20361","Peru St.",30872,"Kayla Guerrero","Peru St.","2016","Kayla","Guerrero",NA,NA,NA,"D-III"
"20362","Pacific (OR)",31530,"Kayla Hale","Pacific (OR)","2021+2020+2024","Kayla","Hale",NA,855,2751,"D-III"
"20363","Holy Names",31622,"Kayla Hall","Queens (NC) + Holy Names","2016+2018+2019","Kayla","Hall",NA,NA,NA,"D-III"
"20364","Northwestern-St. Paul",32101,"Kayla Hannasch","Northwestern-St. Paul","2018+2019+2020+2024","Kayla","Hannasch",NA,843,30031,"D-III"
"20365","Augsburg",32193,"Kayla Hanson","Augsburg","2019+2020+2024+2022+2023","Kayla","Hanson",NA,616,38,"D-III"
"20366","UMass Boston",32580,"Kayla Harris","Pittsburgh + Liberty + UMass Boston","2016+2017+2018+2019+2020","Kayla","Harris",NA,959,401,"D-III"
"20367","Wis.-Superior",32798,"Kayla Hartl","Wis.-Superior","2016+2017+2018","Kayla","Hartl",NA,1006,804,"D-III"
"20368","N.C. Wesleyan",33229,"Kayla Hawley","N.C. Wesleyan","2020","Kayla","Hawley",NA,830,491,"D-III"
"20369","Cairn",33598,"Kayla Heffer","Cairn","2018","Kayla","Heffer",NA,647,1305,"D-III"
"20370","LaGrange",33787,"Kayla Helms","LaGrange","2025","Kayla","Helms",NA,768,1162,"D-III"
"20371","Gustavus Adolphus",34153,"Kayla Herda","Gust. Adolphus + Gustavus Adolphus","2022+2023+2024+2025","Kayla","Herda",NA,NA,NA,"D-III"
"20372","Howard Payne",34886,"Kayla Hill","Howard Payne","2019+2020+2024","Kayla","Hill",NA,746,2741,"D-III"
"20373","TCNJ",34942,"Kayla Hillenbrand","TCNJ","2020+2024+2022","Kayla","Hillenbrand",NA,947,712,"D-III"
"20374","Bethel (MN)",35546,"Kayla Hokanson","Bethel (MN)","2019+2020+2024+2022+2023","Kayla","Hokanson",NA,632,60,"D-III"
"20375","Carroll (WI)",35804,"Kayla Holmes","Carroll (WI)","2025","Kayla","Holmes",NA,654,120,"D-III"
"20376","Alma",35913,"Kayla Holz","Alma","2016+2017","Kayla","Holz",NA,608,21,"D-III"
"20377","Mount Aloysius",36087,"Kayla Hopkins","Mount Aloysius","2018+2019+2024","Kayla","Hopkins",NA,822,30036,"D-III"
"20378","Randolph-Macon",36134,"Kayla Horesky","Randolph-Macon","2020+2024+2022+2023","Kayla","Horesky",NA,877,565,"D-III"
"20379","Southern Me.",36197,"Kayla Horner","Southern Me.","2019+2024","Kayla","Horner",NA,924,662,"D-III"
"20380","Lynchburg",36819,"Kayla Hugate","Lynchburg","2017+2018+2019+2020+2024","Kayla","Hugate",NA,783,374,"D-III"
"20381","Worcester St.",37028,"Kayla Humphrey","Worcester St.","2016+2017","Kayla","Humphrey",NA,1011,809,"D-III"
"20382","NVU-Johnson",37666,"Kayla Irick","VTSU-Johnson + NVU-Johnson","2020+2024+2022+2023","Kayla","Irick",NA,NA,NA,"D-III"
"20383","Simpson",37808,"Kayla Jack","Simpson","2023+2024","Kayla","Jack",NA,921,641,"D-III"
"20384","Redlands",37886,"Kayla Jackson","D'Youville + Redlands","2017+2023+2024+2025","Kayla","Jackson",NA,878,567,"D-III"
"20385","Marian (WI)",38222,"Kayla Jansen","Marian (WI)","2024","Kayla","Jansen",NA,794,1196,"D-III"
"20386","WestConn",38596,"Kayla Jessup","WestConn","2017+2018+2019","Kayla","Jessup",NA,983,770,"D-III"
"20387","Dean",38928,"Kayla Johnson","Okla. Baptist + Dean","2017+2018+2019+2020","Kayla","Johnson",NA,686,30219,"D-III"
"20388","Wis.-Platteville",39893,"Kayla Kampmeier","Wis.-Platteville","2017","Kayla","Kampmeier",NA,1003,800,"D-III"
"20389","SUNY Oneonta",40228,"Kayla Kean","SUNY Oneonta","2025","Kayla","Kean",NA,903,526,"D-III"
"20390","Delaware Valley",40443,"Kayla Keller","Delaware Valley","2017+2018+2019","Kayla","Keller",NA,688,179,"D-III"
"20391","Bethany (WV)",40562,"Kayla Kelly","Bethany (WV)","2016","Kayla","Kelly",NA,630,59,"D-III"
"20392","Rochester (NY)",41000,"Kayla Kibling","Rochester (NY)","2016","Kayla","Kibling",NA,886,581,"D-III"
"20393","Franklin & Marshall",41135,"Kayla Kilmer","Franklin & Marshall","2022+2023+2024+2025","Kayla","Kilmer",NA,718,239,"D-III"
"20394","Lycoming",41725,"Kayla Kline","Lycoming","2017+2019+2020","Kayla","Kline",NA,782,373,"D-III"
"20395","Pacific (OR)",42066,"Kayla Kodani","Pacific (OR)","2024+2023+2025","Kayla","Kodani",NA,855,2751,"D-III"
"20396","Aurora",42343,"Kayla Korey","Aurora","2023+2024+2025","Kayla","Korey",NA,618,42,"D-III"
"20397","Ohio-Chillicothe",42487,"Kayla Kowalski","Ohio-Chillicothe","2020","Kayla","Kowalski",NA,NA,NA,"D-III"
"20398","Hamline",42600,"Kayla Kraska","Hamline","2018","Kayla","Kraska",NA,733,268,"D-III"
"20399","Moravian",42630,"Kayla Krausse","Moravian","2023+2024","Kayla","Krausse",NA,821,443,"D-III"
"20400","Kan. Wesleyan",42818,"Kayla Kruel","Kan. Wesleyan","2019","Kayla","Kruel",NA,NA,NA,"D-III"
"20401","Concordia Portland",43322,"Kayla Lagerquist","Concordia Portland","2018+2019+2020","Kayla","Lagerquist",NA,NA,NA,"D-III"
"20402","Emory",43713,"Kayla Lang","Emory","2022+2023+2024","Kayla","Lang",NA,707,217,"D-III"
"20403","Reinhardt",44181,"Kayla Laukka","Reinhardt","2020","Kayla","Laukka",NA,NA,NA,"D-III"
"20404","Guilford",44839,"Kayla Leibman","Guilford","2020","Kayla","Leibman",NA,729,1112,"D-III"
"20405","Paine",45355,"Kayla Lewis","Paine","2017+2018","Kayla","Lewis",NA,NA,NA,"D-III"
"20406","Penn St.-Behrend",45601,"Kayla Lindberg","Penn St.-Behrend","2024+2022+2023+2021","Kayla","Lindberg",NA,862,538,"D-III"
"20407","Houghton",46309,"Kayla Loomis","Houghton","2021+2020+2024+2022+2023","Kayla","Loomis",NA,745,30160,"D-III"
"20408","Concordia (TX)",46318,"Kayla Looper","Concordia (TX)","2025","Kayla","Looper",NA,674,24400,"D-III"
"20409","North Park",46524,"Kayla Lorenz","North Park","2023+2024+2025","Kayla","Lorenz",NA,841,496,"D-III"
"20410","Baldwin Wallace",46530,"Kayla Lorenzo","Baldwin Wallace","2019+2020+2022","Kayla","Lorenzo",NA,622,46,"D-III"
"20411","Randolph",46634,"Kayla Love","Randolph","2022+2020+2024","Kayla","Love",NA,876,566,"D-III"
"20412","Brevard",46702,"Kayla Lowdermilk","Brevard","2024","Kayla","Lowdermilk",NA,638,30094,"D-III"
"20413","Concordia (NY)",47006,"Kayla Luken","Concordia (NY)","2016","Kayla","Luken",NA,NA,NA,"D-III"
"20414","Fredonia",47282,"Kayla Lynn","Fredonia","2024+2025","Kayla","Lynn",NA,719,242,"D-III"
"20415","Northwestern-St. Paul",47637,"Kayla Madison","Northwestern-St. Paul","2018+2019","Kayla","Madison",NA,843,30031,"D-III"
"20416","Stevenson",47734,"Kayla Maggio","Stevenson","2016+2017+2018+2019","Kayla","Maggio",NA,941,21852,"D-III"
"20417","Anna Maria",47742,"Kayla Magierowski","Anna Maria","2016+2017+2018+2019","Kayla","Magierowski",NA,613,26,"D-III"
"20418","Tex. A&M-Texarkana",47809,"Kayla Mahan","Tex. A&M-Texarkana","2019","Kayla","Mahan",NA,NA,NA,"D-III"
"20419","Va. Wesleyan",48056,"Kayla Malkos","Va. Wesleyan","2016","Kayla","Malkos",NA,968,745,"D-III"
"20420","Mary Washington",48261,"Kayla Mann","Mary Washington","2020+2024+2022","Kayla","Mann",NA,799,390,"D-III"
"20421","Tex. A&M-Texarkana",49149,"Kayla Martinez","Tex. A&M-Texarkana","2024","Kayla","Martinez",NA,NA,NA,"D-III"
"20422","George Fox",49307,"Kayla Mashino","George Fox","2025","Kayla","Mashino",NA,722,1094,"D-III"
"20423","Plymouth St.",49530,"Kayla Mathieu","Plymouth St.","2016+2017+2018+2019","Kayla","Mathieu",NA,869,548,"D-III"
"20424","Heidelberg",50427,"Kayla Mccoy","LIU Post + Heidelberg","2016+2017+2024","Kayla","Mccoy",NA,739,278,"D-III"
"20425","Ohio Christian",50807,"Kayla Mcghee","Ohio Christian","2025","Kayla","Mcghee",NA,NA,NA,"D-III"
"20426","Viterbo",50999,"Kayla Mcinereney","Viterbo","2016+2017","Kayla","Mcinereney",NA,NA,NA,"D-III"
"20427","JWU (Providence)",51185,"Kayla Mckinnon","JWU (Providence)","2017+2018+2019","Kayla","Mckinnon",NA,754,22626,"D-III"
"20428","York (NY)",51238,"Kayla Mclaughlin","York (NY)","2022","Kayla","Mclaughlin",NA,1013,2730,"D-III"
"20429","Ursinus",51563,"Kayla Mctamney","Ursinus","2019+2020+2024+2022+2021","Kayla","Mctamney",NA,963,730,"D-III"
"20430","Agnes Scott",51944,"Kayla Melton","Agnes Scott","2022+2024+2023","Kayla","Melton",NA,601,11324,"D-III"
"20431","Alma",52183,"Kayla Merice","Alma","2016","Kayla","Merice",NA,608,21,"D-III"
"20432","Saint Elizabeth",52615,"Kayla Miessau","Saint Elizabeth","2016","Kayla","Miessau",NA,907,9684,"D-III"
"20433","Rivier",52724,"Kayla Miles","Rivier","2024+2022+2023+2025","Kayla","Miles",NA,884,18422,"D-III"
"20434","Doane",52905,"Kayla Miller","Pfeiffer + Doane","2019+2021+2020+2024","Kayla","Miller",NA,NA,NA,"D-III"
"20435","S'western Assemblies",53133,"Kayla Milstead","S'western Assemblies","2019","Kayla","Milstead",NA,NA,NA,"D-III"
"20436","St. Lawrence",53228,"Kayla Minst","St. Lawrence","2024+2022","Kayla","Minst",NA,934,607,"D-III"
"20437","N.C. Wesleyan",53623,"Kayla Molivas","N.C. Wesleyan","2020+2021+2018+2019+2024","Kayla","Molivas",NA,830,491,"D-III"
"20438","VTSU-Johnson",54033,"Kayla Moore","Providence (MT) + VTSU-Johnson","2020+2019","Kayla","Moore",NA,967,324,"D-III"
"20439","Centenary (NJ)",54179,"Kayla Morales","Centenary (NJ)","2019","Kayla","Morales",NA,659,12884,"D-III"
"20440","Regis (MA)",54453,"Kayla Morrill","Regis (MA)","2020+2022+2023","Kayla","Morrill",NA,879,569,"D-III"
"20441","Grove City",54599,"Kayla Morrissey","Queens (NY) + Grinnell + Grove City","2016+2017+2018","Kayla","Morrissey",NA,728,265,"D-III"
"20442","Concordia-M'head",55601,"Kayla Nack","Concordia-M'head","2016+2018","Kayla","Nack",NA,677,161,"D-III"
"20443","John Carroll",55846,"Kayla Navratil","John Carroll","2016+2017","Kayla","Navratil",NA,755,320,"D-III"
"20444","Neumann",55851,"Kayla Naylor","Neumann","2025","Kayla","Naylor",NA,835,1254,"D-III"
"20445","Plymouth St.",56173,"Kayla Nester","Plymouth St.","2016+2017+2018+2019","Kayla","Nester",NA,869,548,"D-III"
"20446","WashU",56843,"Kayla Nommensen","WashU","2020+2024+2022+2023","Kayla","Nommensen",NA,974,755,"D-III"
"20447","Meredith",56968,"Kayla North","Meredith","2016","Kayla","North",NA,810,409,"D-III"
"20448","WestConn",57076,"Kayla Nowak","WestConn","2016+2017+2018","Kayla","Nowak",NA,983,770,"D-III"
"20449","Emerson",57106,"Kayla Nuehlen","Emerson","2023+2024+2025","Kayla","Nuehlen",NA,705,214,"D-III"
"20450","Farmingdale St.",57147,"Kayla Nunez","Farmingdale St.","2018+2019","Kayla","Nunez",NA,711,27892,"D-III"
"20451","Wis.-Eau Claire",57255,"Kayla O'brien","Wis.-Eau Claire","2022","Kayla","O'brien",NA,1000,793,"D-III"
"20452","Shenandoah",57285,"Kayla O'connell","Shenandoah","2016+2017+2018","Kayla","O'connell",NA,919,637,"D-III"
"20453","UMSV",57315,"Kayla O'connor","UMSV","2024+2025","Kayla","O'connor",NA,NA,NA,"D-III"
"20454","Central Baptist",57412,"Kayla O'kelley","Central Baptist","2024","Kayla","O'kelley",NA,NA,NA,"D-III"
"20455","Grinnell",57438,"Kayla O'malley","Grinnell","2025","Kayla","O'malley",NA,727,264,"D-III"
"20456","Wesleyan (GA)",57612,"Kayla Ocanas","Wesleyan (GA)","2024","Kayla","Ocanas",NA,982,14718,"D-III"
"20457","Salem (NC)",57727,"Kayla Ogle","Barry + Salem (NC)","2016+2018+2019+2020","Kayla","Ogle",NA,911,30041,"D-III"
"20458","Texas Lutheran",57877,"Kayla Oliveira","Texas Lutheran","2019+2020+2024+2021","Kayla","Oliveira",NA,948,1400,"D-III"
"20459","La Roche",58146,"Kayla Ordos","La Roche","2017+2018+2019+2020","Kayla","Ordos",NA,766,1163,"D-III"
"20460","McMurry",58485,"Kayla Otis","McMurry","2018+2020+2024+2022","Kayla","Otis",NA,805,8530,"D-III"
"20461","Springfield",58783,"Kayla Padroff","Springfield","2016+2017+2018","Kayla","Padroff",NA,928,673,"D-III"
"20462","CMSV",58807,"Kayla Pagano","CMSV","2019","Kayla","Pagano",NA,644,451,"D-III"
"20463","SUNY Potsdam",58965,"Kayla Palmer","SUNY Potsdam","2018+2020","Kayla","Palmer",NA,905,552,"D-III"
"20464","Messiah",59260,"Kayla Parker","Messiah","2016+2017","Kayla","Parker",NA,811,411,"D-III"
"20465","King's (PA)",59525,"Kayla Paszek","King's (PA)","2017","Kayla","Paszek",NA,764,336,"D-III"
"20466","Concordia (TX)",59676,"Kayla Patton","Concordia (TX)","2017+2018+2019","Kayla","Patton",NA,674,24400,"D-III"
"20467","Wis.-Eau Claire",60155,"Kayla Pendergast","Cortland + Wis.-Eau Claire","2024+2025","Kayla","Pendergast",NA,1000,793,"D-III"
"20468","Regis (MA)",61276,"Kayla Pieta","Regis (MA)","2018","Kayla","Pieta",NA,879,569,"D-III"
"20469","Westminster (MO)",61319,"Kayla Pilgram","Westminster (MO)","2017","Kayla","Pilgram",NA,986,1450,"D-III"
"20470","Hunter",61334,"Kayla Pilotti","Hunter","2019+2022+2023","Kayla","Pilotti",NA,747,292,"D-III"
"20471","St. Thomas (TX)",61759,"Kayla Pointer","St. Thomas (TX)","2025","Kayla","Pointer",NA,939,2810,"D-III"
"20472","Dubuque",61941,"Kayla Ponting","Dubuque","2025","Kayla","Ponting",NA,693,192,"D-III"
"20473","Stockton",62117,"Kayla Posten","Barry + Stockton","2020+2021+2022+2023","Kayla","Posten",NA,942,681,"D-III"
"20474","Neb. Wesleyan",62335,"Kayla Prai","Neb. Wesleyan","2018+2019","Kayla","Prai",NA,834,462,"D-III"
"20475","Northland",62410,"Kayla Preisler","Northland","2020+2024+2022+2023+2021","Kayla","Preisler",NA,842,1267,"D-III"
"20476","Hiram",62578,"Kayla Prigge","Hiram","2024+2025","Kayla","Prigge",NA,742,281,"D-III"
"20477","JWU (Providence)",62623,"Kayla Prior","JWU (Providence)","2021+2019+2020+2024","Kayla","Prior",NA,754,22626,"D-III"
"20478","Arcadia",62776,"Kayla Pscolka","Arcadia","2019+2020+2024+2022","Kayla","Pscolka",NA,614,966,"D-III"
"20479","Otterbein",63014,"Kayla Queer","Otterbein","2017+2018+2019+2020","Kayla","Queer",NA,853,531,"D-III"
"20480","Agnes Scott",63027,"Kayla Quesenberry","Agnes Scott","2017+2016+2018+2019","Kayla","Quesenberry",NA,601,11324,"D-III"
"20481","Ursinus",63105,"Kayla Quinn","Ursinus","2016+2017+2018+2019","Kayla","Quinn",NA,963,730,"D-III"
"20482","Jamestown",63152,"Kayla Quintanilla","Jamestown","2025+2024","Kayla","Quintanilla",NA,NA,NA,"D-III"
"20483","Texas Lutheran",63498,"Kayla Ramirez","Texas Lutheran","2023+2024+2025","Kayla","Ramirez",NA,948,1400,"D-III"
"20484","St. Mary's (IN)",63935,"Kayla Raymer","St. Mary's (IN)","2016","Kayla","Raymer",NA,935,8688,"D-III"
"20485","St. Mary (NE)",64170,"Kayla Reed","Avila + St. Mary (NE)","2016+2024","Kayla","Reed",NA,NA,NA,"D-III"
"20486","Arcadia",64589,"Kayla Resh","Arcadia","2016+2017+2018+2019","Kayla","Resh",NA,614,966,"D-III"
"20487","Albertus Magnus",64600,"Kayla Resto","Albertus Magnus","2019+2020+2024+2022+2021","Kayla","Resto",NA,602,2798,"D-III"
"20488","Simpson",64618,"Kayla Reusche","Simpson","2017+2018+2019","Kayla","Reusche",NA,921,641,"D-III"
"20489","Wentworth",64972,"Kayla Richard","Ohio Wesleyan + Wentworth","2017+2018+2022+2023+2024+2025","Kayla","Richard",NA,980,762,"D-III"
"20490","Pitt.-Greensburg",65079,"Kayla Richel","Pitt.-Greensburg","2023","Kayla","Richel",NA,867,11839,"D-III"
"20491","Redlands",65493,"Kayla Rivas","Redlands","2021+2019+2020+2024+2022","Kayla","Rivas",NA,878,567,"D-III"
"20492","Clarkson",65733,"Kayla Robert","Clarkson","2019+2020+2024+2022","Kayla","Robert",NA,668,146,"D-III"
"20493","Avila",66013,"Kayla Robison","Avila","2016","Kayla","Robison",NA,NA,NA,"D-III"
"20494","Thiel",66142,"Kayla Roddy","Thiel","2024+2022+2023+2021","Kayla","Roddy",NA,949,707,"D-III"
"20495","Huston-Tillotson",66511,"Kayla Rogers","Huston-Tillotson","2023","Kayla","Rogers",NA,NA,NA,"D-III"
"20496","Lewis & Clark",66673,"Kayla Roman","Lewis & Clark","2025","Kayla","Roman",NA,778,22235,"D-III"
