"","last_team","player_id","player","teams","seasons","first","last","...1","team_id","division"
"9451","Southern U.",8287,"Kalea Brown","Southern U.","2021+2022+2024","Kalea","Brown",252,665,"D-I"
"9452","Drexel",10009,"Kalea Calugay","Drexel","2023+2024","Kalea","Calugay",68,191,"D-I"
"9453","IUPUI",59215,"Kalee Roberts","IUPUI","2024","Kalee","Roberts",108,2699,"D-I"
"9454","UTSA",59502,"Kalee Rochinski","UTSA","2024","Kalee","Rochinski",303,706,"D-I"
"9455","Villanova",65551,"Kalee Smith","Villanova","2016+2017+2018+2019","Kalee","Smith",311,739,"D-I"
"9456","Marshall",73862,"Kaleea Washington","Marshall","2024","Kaleea","Washington",148,388,"D-I"
"9457","FIU",18781,"Kaleena Downing","FIU","2023+2024","Kaleena","Downing",80,231,"D-I"
"9458","Long Beach St.",26250,"Kaleena Gonzales","Long Beach St.","2024","Kaleena","Gonzales",138,99,"D-I"
"9459","North Texas",12302,"Kalei Christensen","North Texas","2021+2022+2023+2024","Kalei","Christensen",187,497,"D-I"
"9460","Florida St.",29116,"Kalei Harding","Florida St.","2021+2022+2023+2024","Kalei","Harding",85,234,"D-I"
"9461","SIUE",35982,"Kalei Kaneshiro","SIUE","2017+2018+2019+2020","Kalei","Kaneshiro",223,660,"D-I"
"9462","St. John's (NY)",66122,"Kalei Sorensen","St. John's (NY)","2018+2019+2020+2021","Kalei","Sorensen",256,603,"D-I"
"9463","Southern Utah",73941,"Kalei Watkins","Southern Utah","2018+2019","Kalei","Watkins",253,667,"D-I"
"9464","East Carolina",2646,"Kaleigh Ayscue","East Carolina","2024","Kaleigh","Ayscue",72,196,"D-I"
"9465","Merrimack",22084,"Kaleigh Finigan","Merrimack","2016+2017","Kaleigh","Finigan",154,410,"D-I"
"9466","George Mason",23556,"Kaleigh Friend","George Mason","2024","Kaleigh","Friend",91,248,"D-I"
"9467","Bryant",26719,"Kaleigh Goulart","Bryant","2016+2017+2018+2019","Kaleigh","Goulart",30,81,"D-I"
"9468","UC San Diego",39359,"Kaleigh Lane","UC San Diego","2021","Kaleigh","Lane",282,112,"D-I"
"9469","Fairfield",42692,"Kaleigh Macdonald","Fairfield","2019+2020+2021","Kaleigh","Macdonald",81,220,"D-I"
"9470","UIC",50082,"Kaleigh Nagle","UIC","2016+2017","Kaleigh","Nagle",287,302,"D-I"
"9471","Bellarmine",52575,"Kaleigh Oskin","Bellarmine","2019","Kaleigh","Oskin",20,52,"D-I"
"9472","Abilene Christian",64957,"Kaleigh Singleton","Abilene Christian","2016+2017","Kaleigh","Singleton",2,2,"D-I"
"9473","South Alabama",70241,"Kaleigh Todd","South Alabama","2016+2017+2018","Kaleigh","Todd",241,646,"D-I"
"9474","South Fla.",45741,"Kalen Mcgill","South Fla.","2017+2018","Kalen","Mcgill",246,651,"D-I"
"9475","California Baptist",9293,"Kalena Burns","Iowa + California Baptist","2020+2021+2022+2024","Kalena","Burns",40,30135,"D-I"
"9476","Utah Valley",64077,"Kalena Shepherd","Southern Utah + Utah Valley","2021+2022+2023","Kalena","Shepherd",307,30024,"D-I"
"9477","Alabama St.",1808,"Kaley Anthony","Alabama St.","2020+2021","Kaley","Anthony",6,7,"D-I"
"9478","Mississippi Val.",8288,"Kaley Brown","Mississippi Val.","2018","Kaley","Brown",161,432,"D-I"
"9479","App State",13496,"Kaley Coltrain","Marist + App State","2019+2020+2021+2022+2023","Kaley","Coltrain",8,27,"D-I"
"9480","Southern Miss.",23665,"Kaley Fruge","Southern Miss.","2018+2019+2020+2021","Kaley","Fruge",251,664,"D-I"
"9481","Northern Colo.",24452,"Kaley Garcia","Northern Colo.","2016+2017+2018","Kaley","Garcia",189,502,"D-I"
"9482","Florida St.",49435,"Kaley Mudge","Florida St.","2020+2021+2022+2023+2024","Kaley","Mudge",85,234,"D-I"
"9483","UTSA",56684,"Kaley Pyles","UTSA","2016+2017","Kaley","Pyles",303,706,"D-I"
"9484","Belmont",72111,"Kaley Varner","Belmont","2021+2022+2023+2024","Kaley","Varner",21,14927,"D-I"
"9485","Oakland",72986,"Kaley Waalkes","Oakland","2016+2017","Kaley","Waalkes",194,514,"D-I"
"9486","Jacksonville St.",73795,"Kaley Warren","Jacksonville St.","2019+2020","Kaley","Warren",119,315,"D-I"
"9487","Northwestern",76139,"Kaley Winegarner","Northwestern","2016+2017+2018+2019+2020","Kaley","Winegarner",191,509,"D-I"
"9488","DePaul",6175,"Kali Blount","DePaul","2024","Kali","Blount",63,176,"D-I"
"9489","Boston College",11135,"Kali Case","Boston College","2022+2023+2024","Kali","Case",25,67,"D-I"
"9490","DePaul",24573,"Kali Gardner","DePaul","2016","Kali","Gardner",63,176,"D-I"
"9491","Iowa St.",26651,"Kali Gose","Iowa St.","2021+2022+2023+2024","Kali","Gose",116,311,"D-I"
"9492","Alabama",30412,"Kali Heivilin","Alabama","2022+2023+2024","Kali","Heivilin",4,8,"D-I"
"9493","Bowling Green",32075,"Kali Holcomb","Bowling Green","2018+2019","Kali","Holcomb",27,71,"D-I"
"9494","UNCW",35447,"Kali Jones","UNCW","2016+2017+2018+2019","Kali","Jones",295,460,"D-I"
"9495","NIU",38213,"Kali Kossakowski","NIU","2016+2017","Kali","Kossakowski",173,503,"D-I"
"9496","Boston U.",42963,"Kali Magane","Boston U.","2017+2018+2019+2020","Kali","Magane",26,68,"D-I"
"9497","Massachusetts",56618,"Kali Puppolo","Manhattan + Massachusetts","2020+2021+2022","Kali","Puppolo",150,400,"D-I"
"9498","Florida",58004,"Kali Reis","Florida","2021","Kali","Reis",83,235,"D-I"
"9499","Nevada",61982,"Kali Sargent","Nevada","2017+2018+2019","Kali","Sargent",175,466,"D-I"
"9500","Kentucky",35077,"Kalia Johnson","Kentucky","2018","Kalia","Johnson",126,334,"D-I"
"9501","Lamar University",1414,"Kalie Amos","Lamar University","2023+2024","Kalie","Amos",132,346,"D-I"
"9502","Furman",31270,"Kalie Hicks","Furman","2016+2017","Kalie","Hicks",88,244,"D-I"
"9503","Le Moyne",62932,"Kalie Schumaker","Le Moyne","2017+2018","Kalie","Schumaker",133,349,"D-I"
"9504","Saint Mary's (CA)",30340,"Kalissa Heihn","Saint Mary's (CA)","2019","Kalissa","Heihn",229,610,"D-I"
"9505","Howard",17316,"Kalita Dennis","Howard","2019+2020+2021+2022+2023","Kalita","Dennis",107,290,"D-I"
"9506","Nevada",33489,"Kallahan Hunter","Seattle U + Nevada","2019+2020+2021+2022","Kallahan","Hunter",175,466,"D-I"
"9507","Marist",40320,"Kallen Leeseberg","Marist","2016+2017+2018+2019","Kallen","Leeseberg",147,386,"D-I"
"9508","Saint Louis",42045,"Kallen Loveless","Saint Louis","2017+2018+2019","Kallen","Loveless",228,609,"D-I"
"9509","North Ala.",15952,"Kalli Daniel","North Ala.","2021+2022","Kalli","Daniel",182,487,"D-I"
"9510","Akron",42763,"Kalli Macintosh-houlder","Akron","2021+2022+2023+2024","Kalli","Macintosh-houlder",3,5,"D-I"
"9511","Wofford",54812,"Kalli Petty","Wofford","2024","Kalli","Petty",324,2915,"D-I"
"9512","Utah Valley",68183,"Kalli Suesue","Utah Valley","2017","Kalli","Suesue",307,30024,"D-I"
"9513","Ohio St.",6702,"Kallie Boren","Ohio St.","2018+2019","Kallie","Boren",196,518,"D-I"
"9514","Bethune-Cookman",19670,"Kallie Earlington","Bethune-Cookman","2023+2024","Kallie","Earlington",22,61,"D-I"
"9515","Tarleton St.",20701,"Kallie Erwin","Tarleton St.","2021","Kallie","Erwin",263,1395,"D-I"
"9516","Dayton",35448,"Kallie Jones","FIU + Dayton","2019+2020+2021+2022+2023","Kallie","Jones",62,175,"D-I"
"9517","UT Martin",55054,"Kallie Pickens","UT Martin","2019+2020+2021+2022+2023","Kallie","Pickens",300,695,"D-I"
"9518","FIU",46958,"Kally Meredith","FIU","2024","Kally","Meredith",80,231,"D-I"
"9519","Maine",69651,"Kaly Thomas","Maine","2024","Kaly","Thomas",145,380,"D-I"
"9520","UMBC",76201,"Kaly Winslow","UNCW + UMBC","2017+2018+2019","Kaly","Winslow",290,391,"D-I"
"9521","Jackson St.",25390,"Kalyiah Gibson","Jackson St.","2024","Kalyiah","Gibson",117,314,"D-I"
"9522","UCF",11571,"Kalyn Cenal","UCF","2016","Kalyn","Cenal",284,128,"D-I"
"9523","Nicholls",16908,"Kalyn Dehart","Nicholls","2023","Kalyn","Dehart",180,483,"D-I"
"9524","Tarleton St.",31458,"Kalyn Hill","Seattle U + Tarleton St.","2022+2023+2024","Kalyn","Hill",263,1395,"D-I"
"9525","Gardner-Webb",38859,"Kalyn Kyle","Gardner-Webb","2023+2024","Kalyn","Kyle",90,1092,"D-I"
"9526","Manhattan",43752,"Kalyn Markel","Manhattan","2024","Kalyn","Markel",146,381,"D-I"
"9527","Arizona St.",45138,"Kalyn Mccarthy","Arizona St.","2023","Kalyn","Mccarthy",10,28,"D-I"
"9528","Louisiana",74050,"Kalyn Watts","Southeastern La. + Louisiana","2017+2018","Kalyn","Watts",140,671,"D-I"
"9529","Lamar University",77100,"Kalyn Xayaseng","Lamar University","2022+2023+2024","Kalyn","Xayaseng",132,346,"D-I"
"9530","Georgia St.",31271,"Kalynn Hicks","Georgia St.","2019+2020+2021+2022","Kalynn","Hicks",95,254,"D-I"
"9531","Green Bay",37917,"Kalyssa Koehn","North Dakota St. + Green Bay","2018+2019+2020","Kalyssa","Koehn",99,794,"D-I"
"9532","Valparaiso",71601,"Kam Utendorf","Valparaiso","2024","Kam","Utendorf",309,735,"D-I"
"9533","UCF",76637,"Kama Woodall","NC State + East Carolina + UCF","2018+2019+2020+2021+2022","Kama","Woodall",284,128,"D-I"
"9534","Grand Canyon",61845,"Kama-lei Santiago","Grand Canyon","2017+2018","Kama-lei","Santiago",98,1104,"D-I"
"9535","California",19255,"Kamalani Dung","Fresno St. + California","2016+2017+2018+2019","Kamalani","Dung",39,107,"D-I"
"9536","Prairie View",8289,"Kamaya Brown","Prairie View","2023+2024","Kamaya","Brown",209,553,"D-I"
"9537","Northern Ky.",15003,"Kambra Crist","Northern Ky.","2017+2018+2019+2020","Kambra","Crist",190,505,"D-I"
"9538","Texas St.",33681,"Kamden Hutton","Texas St.","2024","Kamden","Hutton",272,670,"D-I"
"9539","South Alabama",38841,"Kamdyn Kvisatd","South Alabama","2018+2019+2020+2021+2022","Kamdyn","Kvisatd",241,646,"D-I"
"9540","Southern U.",49338,"Kameri Mott","Southern U.","2019+2020+2021+2024","Kameri","Mott",252,665,"D-I"
"9541","FIU",630,"Kameron Aitken","FIU","2018+2019+2020+2021","Kameron","Aitken",80,231,"D-I"
"9542","Kansas City",22214,"Kameron Fisher","Kansas City","2016","Kameron","Fisher",122,2707,"D-I"
"9543","Ark.-Pine Bluff",26842,"Kameron Graham","N.C. A&T + Ark.-Pine Bluff","2016+2017+2018+2019","Kameron","Graham",11,2678,"D-I"
"9544","St. Thomas (MN)",48360,"Kameron Monson","St. Thomas (MN)","2023+2024","Kameron","Monson",257,620,"D-I"
"9545","Southern U.",426,"Kameryn Adkins","Southern U.","2020+2023","Kameryn","Adkins",252,665,"D-I"
"9546","Southeastern La.",21202,"Kameryn Fairchild","Southeastern La.","2016+2017","Kameryn","Fairchild",248,655,"D-I"
"9547","Stetson",20603,"Kami Eppley","Stetson","2022+2023+2024","Kami","Eppley",259,678,"D-I"
"9548","Notre Dame",35954,"Kami Kamzik","Notre Dame","2024","Kami","Kamzik",193,513,"D-I"
"9549","Ohio St.",38188,"Kami Kortokrax","Ohio St.","2022+2023+2024","Kami","Kortokrax",196,518,"D-I"
"9550","USC Upstate",72529,"Kamila Vicente","USC Upstate","2023+2024","Kamila","Vicente",298,10411,"D-I"
"9551","Jacksonville",39611,"Kamille Larrabee","Jacksonville","2016+2017+2018","Kamille","Larrabee",118,316,"D-I"
"9552","Kansas City",29484,"Kamrie Harrison","Kansas City","2018","Kamrie","Harrison",122,2707,"D-I"
"9553","Lipscomb",58457,"Kamrie Rich","Lipscomb","2020+2021+2022+2023","Kamrie","Rich",137,28600,"D-I"
"9554","Northern Colo.",70992,"Kamryan Truhillo","Northern Colo.","2020","Kamryan","Truhillo",189,502,"D-I"
"9555","Grambling",8163,"Kamryn Broussard","Grambling","2024","Kamryn","Broussard",97,261,"D-I"
"9556","Texas Tech",9909,"Kamryn Caldwell","Texas Tech","2020+2021","Kamryn","Caldwell",273,700,"D-I"
"9557","Middle Tenn.",10472,"Kamryn Carcich","Murray St. + Middle Tenn.","2021+2022+2023+2024","Kamryn","Carcich",158,419,"D-I"
"9558","Seattle U",13273,"Kamryn Coleman","Central Ark. + Seattle U","2019+2020+2021+2022","Kamryn","Coleman",238,1356,"D-I"
"9559","Winthrop",15375,"Kamryn Culp","Winthrop","2018+2019","Kamryn","Culp",322,792,"D-I"
"9560","UC Riverside",16335,"Kamryn Davis","Maryland + UC Riverside","2022+2023+2024","Kamryn","Davis",281,111,"D-I"
"9561","UNC Greensboro",26984,"Kamryn Graves","UNC Greensboro","2019","Kamryn","Graves",294,459,"D-I"
"9562","Southern Utah",27705,"Kamryn Grover","Southern Utah","2020+2021","Kamryn","Grover",253,667,"D-I"
"9563","George Mason",33908,"Kamryn Inman","George Mason","2023+2024","Kamryn","Inman",91,248,"D-I"
"9564","Fla. Atlantic",34149,"Kamryn Jackson","Duke + Fla. Atlantic","2020+2021+2022+2023+2024","Kamryn","Jackson",82,229,"D-I"
"9565","Seattle U",35955,"Kamryn Kanae","Seattle U","2018","Kamryn","Kanae",238,1356,"D-I"
"9566","UMES",39476,"Kamryn Lanier","UMES","2019","Kamryn","Lanier",291,393,"D-I"
"9567","Omaha",47183,"Kamryn Meyer","Omaha","2020+2021+2022+2023+2024","Kamryn","Meyer",201,464,"D-I"
"9568","James Madison",50197,"Kamryn Nash","James Madison","2023","Kamryn","Nash",120,317,"D-I"
"9569","Houston Christian",53333,"Kamryn Parker","Houston Christian","2019+2020+2021","Kamryn","Parker",106,287,"D-I"
"9570","UNI",63716,"Kamryn Shaffer","UNI","2019+2020+2021+2022","Kamryn","Shaffer",296,504,"D-I"
"9571","Howard",70097,"Kamryn Tillman","Howard","2017+2018+2019+2020","Kamryn","Tillman",107,290,"D-I"
"9572","St. John's (NY)",70206,"Kamryn Tiumalu","St. John's (NY)","2019+2020+2021+2022","Kamryn","Tiumalu",256,603,"D-I"
"9573","UCF",70374,"Kamryn Toney","UCF","2017+2018","Kamryn","Toney",284,128,"D-I"
"9574","Oakland",70960,"Kamryn Troyer","Oakland","2023+2024","Kamryn","Troyer",194,514,"D-I"
"9575","Boston College",73736,"Kamryn Warman","Boston College","2021+2022+2023+2024","Kamryn","Warman",25,67,"D-I"
"9576","South Carolina",74051,"Kamryn Watts","South Carolina","2016+2017+2018","Kamryn","Watts",242,648,"D-I"
"9577","Virginia",76750,"Kamyria Woody-giggetts","Virginia","2024","Kamyria","Woody-giggetts",312,746,"D-I"
"9578","Hawaii",619,"Kanani Aina cabrales","Hawaii","2016+2017","Kanani","Aina cabrales",102,277,"D-I"
"9579","Penn",16091,"Kanani Datan","Penn","2016","Kanani","Datan",205,540,"D-I"
"9580","A&M-Corpus Christi",35080,"Kandace Johnson","A&M-Corpus Christi","2017+2018+2019+2020","Kandace","Johnson",1,26172,"D-I"
"9581","Louisiana",39150,"Kandra Lamb","Louisiana","2019+2021+2022+2023","Kandra","Lamb",140,671,"D-I"
"9582","East Carolina",1538,"Kanisha Anderson","East Carolina","2024","Kanisha","Anderson",72,196,"D-I"
"9583","Northwestern",59369,"Kansas Robinson","Northwestern","2023+2024","Kansas","Robinson",191,509,"D-I"
"9584","App State",70408,"Kapri Toone","Utah St. + App State","2019+2020+2021+2022+2023","Kapri","Toone",8,27,"D-I"
"9585","NIU",1868,"Kara Apato","NIU","2019+2020+2021+2022","Kara","Apato",173,503,"D-I"
"9586","Le Moyne",2767,"Kara Bacon","Le Moyne","2024","Kara","Bacon",133,349,"D-I"
"9587","Florida St.",5580,"Kara Bilodeau","Auburn + Florida St.","2018+2019+2020","Kara","Bilodeau",85,234,"D-I"
"9588","North Ala.",7749,"Kara Brewer","Western Ky. + North Ala.","2017+2018","Kara","Brewer",182,487,"D-I"
"9589","Liberty",10279,"Kara Canetto","Liberty","2019+2020+2021+2022","Kara","Canetto",135,355,"D-I"
"9590","Kennesaw St.",11741,"Kara Chambers","Kennesaw St.","2016","Kara","Chambers",124,1157,"D-I"
"9591","Missouri",15885,"Kara Daly","Missouri","2022+2023+2024","Kara","Daly",162,434,"D-I"
"9592","Missouri",16784,"Kara Decker","Missouri","2018+2019+2020","Kara","Decker",162,434,"D-I"
"9593","North Dakota St.",17724,"Kara Diaz","North Dakota St.","2020+2021","Kara","Diaz",185,493,"D-I"
"9594","Detroit Mercy",20650,"Kara Erickson","Detroit Mercy","2022","Kara","Erickson",66,184,"D-I"
"9595","Prairie View",23712,"Kara Fucci","Prairie View","2018+2019+2020+2021","Kara","Fucci",209,553,"D-I"
"9596","Colgate",23896,"Kara Fusco","Colgate","2021+2022+2023+2024","Kara","Fusco",55,153,"D-I"
"9597","Louisiana Tech",26014,"Kara Goff","LSU + Louisiana Tech","2018+2019+2020+2021+2022","Kara","Goff",141,366,"D-I"
"9598","Louisiana",27337,"Kara Gremillion","Louisiana","2016+2017+2018+2019","Kara","Gremillion",140,671,"D-I"
"9599","Dayton",28014,"Kara Gunter","Eastern Ky. + Dayton","2021+2022+2023","Kara","Gunter",62,175,"D-I"
"9600","UNCW",28770,"Kara Hammock","UNCW","2022+2023+2024","Kara","Hammock",295,460,"D-I"
"9601","Miami (OH)",40134,"Kara Leckinger","Miami (OH)","2017+2018+2019+2020","Kara","Leckinger",155,414,"D-I"
"9602","Fla. Atlantic",41588,"Kara Lokeinsky","Fla. Atlantic","2018+2019+2020+2021","Kara","Lokeinsky",82,229,"D-I"
"9603","UNI",43125,"Kara Maiers","UNI","2024","Kara","Maiers",296,504,"D-I"
"9604","Northern Ky.",47117,"Kara Meter","Northern Ky.","2016+2017+2018+2019","Kara","Meter",190,505,"D-I"
"9605","Iowa",47962,"Kara Misel","Iowa","2016","Kara","Misel",115,312,"D-I"
"9606","North Dakota St.",51569,"Kara O'byrne","North Dakota St.","2018+2019+2020+2021","Kara","O'byrne",185,493,"D-I"
"9607","Canisius",53233,"Kara Paradowski","Canisius","2018+2019+2020+2021","Kara","Paradowski",42,116,"D-I"
"9608","Missouri St.",56065,"Kara Powelson","Missouri St.","2016","Kara","Powelson",163,669,"D-I"
"9609","Western Caro.",61444,"Kara Salvo","Western Caro.","2016+2017","Kara","Salvo",317,769,"D-I"
"9610","Stetson",62197,"Kara Saylor","Stetson","2019+2020+2022","Kara","Saylor",259,678,"D-I"
"9611","Elon",64459,"Kara Shutt","Elon","2016+2017+2018","Kara","Shutt",76,1068,"D-I"
"9612","Presbyterian",66972,"Kara Starnes","James Madison + Presbyterian","2020+2021+2022+2023+2024","Kara","Starnes",210,1320,"D-I"
"9613","Detroit Mercy",72810,"Kara Vitale","Detroit Mercy","2016+2017+2018","Kara","Vitale",66,184,"D-I"
"9614","Detroit Mercy",76429,"Kara Wolfbauer","Detroit Mercy","2020+2021+2022+2023","Kara","Wolfbauer",66,184,"D-I"
"9615","Iona",77741,"Kara Zazzaro","Iona","2019+2020+2021+2022+2023","Kara","Zazzaro",114,310,"D-I"
"9616","CSU Bakersfield",76278,"Karah Wiseman","CSU Bakersfield","2017+2018+2019+2020","Karah","Wiseman",34,94,"D-I"
"9617","Wright St.",58354,"Karalyn Rhodeback","Wright St.","2017+2018","Karalyn","Rhodeback",325,810,"D-I"
"9618","Dartmouth",12029,"Karen Chaw","Dartmouth","2016+2017","Karen","Chaw",61,172,"D-I"
"9619","Wagner",56346,"Karen Prihoda","Wagner","2016+2017+2018+2019","Karen","Prihoda",314,748,"D-I"
"9620","Seattle U",66282,"Karen Spadafora","Seattle U","2024","Karen","Spadafora",238,1356,"D-I"
"9621","Niagara",57651,"Karena Recrosio","Niagara","2022+2023","Karena","Recrosio",179,482,"D-I"
"9622","Tulsa",7837,"Kari Briggs","Tulsa","2020","Kari","Briggs",277,719,"D-I"
"9623","Jacksonville",32395,"Kari Holzrichter","Jacksonville","2021+2022+2023+2024","Kari","Holzrichter",118,316,"D-I"
"9624","Holy Cross",34279,"Kari Jacobson","Holy Cross","2020+2021+2022+2023","Kari","Jacobson",104,285,"D-I"
"9625","Miami (OH)",38576,"Kari Krueger","Miami (OH)","2024","Kari","Krueger",155,414,"D-I"
"9626","Central Conn. St.",43781,"Kari Marks","Central Conn. St.","2019+2020+2021+2022","Kari","Marks",44,127,"D-I"
"9627","Radford",63948,"Kari Shedrick","Providence + Radford","2022+2023+2024","Kari","Shedrick",217,563,"D-I"
"9628","Ark.-Pine Bluff",28513,"Karia Hall","Ark.-Pine Bluff","2016+2017+2018+2019","Karia","Hall",11,2678,"D-I"
"9629","Brown",11981,"Karina Chavarria","Brown","2018+2019+2020+2021+2024","Karina","Chavarria",29,80,"D-I"
"9630","Prairie View",12525,"Karina Cisneros","Prairie View","2021+2022+2023+2024","Karina","Cisneros",209,553,"D-I"
"9631","San Diego St.",21121,"Karina Faasisila","San Diego St.","2020+2021","Karina","Faasisila",234,626,"D-I"
"9632","Notre Dame",24833,"Karina Gaskins","Notre Dame","2021+2022+2023+2024","Karina","Gaskins",193,513,"D-I"
"9633","UC Riverside",33774,"Karina Ibarra","UC Riverside","2019","Karina","Ibarra",281,111,"D-I"
"9634","Buffalo",56610,"Karina Pulu","Buffalo","2024","Karina","Pulu",32,86,"D-I"
"9635","Sam Houston",61590,"Karina Sanchez","Sam Houston","2019+2020","Karina","Sanchez",231,624,"D-I"
"9636","UTEP",66084,"Karina Somoza","UTEP","2020+2021+2022+2023","Karina","Somoza",301,704,"D-I"
"9637","Princeton",22837,"Karis Ford","Princeton","2024","Karis","Ford",211,554,"D-I"
"9638","Mississippi Val.",59370,"Karis Robinson","Mississippi Val.","2024","Karis","Robinson",161,432,"D-I"
"9639","Fairfield",33208,"Karisa Hughen","Fairfield","2016+2017+2018+2019","Karisa","Hughen",81,220,"D-I"
"9640","A&M-Corpus Christi",41813,"Karisa Lopez","A&M-Corpus Christi","2024","Karisa","Lopez",1,26172,"D-I"
"9641","Texas Southern",24453,"Karisma Garcia","Texas Southern","2024","Karisma","Garcia",271,699,"D-I"
"9642","UC Riverside",2185,"Karissa Arnold","Georgia Tech + UC Riverside","2017+2019+2020","Karissa","Arnold",281,111,"D-I"
"9643","Seton Hall",19392,"Karissa Dupuis","Seton Hall","2024","Karissa","Dupuis",239,635,"D-I"
"9644","UIC",23352,"Karissa Frazier","UIC","2016+2017+2018+2019","Karissa","Frazier",287,302,"D-I"
"9645","New Mexico",28441,"Karissa Haleman","New Mexico","2016","Karissa","Haleman",176,473,"D-I"
"9646","Kentucky",28702,"Karissa Hamilton","Kentucky","2023+2024","Karissa","Hamilton",126,334,"D-I"
"9647","Western Ill.",38250,"Karissa Kouchis","Western Ill.","2016","Karissa","Kouchis",318,771,"D-I"
"9648","Green Bay",38880,"Karissa Laabs","Green Bay","2024","Karissa","Laabs",99,794,"D-I"
"9649","CSU Bakersfield",49696,"Karissa Munsey","CSU Bakersfield","2022+2023+2024","Karissa","Munsey",34,94,"D-I"
"9650","Oregon",52386,"Karissa Ornelas","UCF + Oregon","2019+2020+2021+2022+2023","Karissa","Ornelas",202,529,"D-I"
"9651","Manhattan",66611,"Karissa Spring","Manhattan","2024","Karissa","Spring",146,381,"D-I"
"9652","Boise St.",5083,"Karizma Bergesen","San Jose St. + Boise St.","2021+2022+2023+2024","Karizma","Bergesen",24,66,"D-I"
"9653","USC Upstate",4269,"Karla Beasley","USC Upstate","2016+2017+2018","Karla","Beasley",298,10411,"D-I"
"9654","Alabama",31219,"Karla Hice","Alabama","2020","Karla","Hice",4,8,"D-I"
"9655","Monmouth",2316,"Karle Ashby","Monmouth","2024","Karle","Ashby",164,439,"D-I"
"9656","Sam Houston",10245,"Karlee Canada","Sam Houston","2018+2019","Karlee","Canada",231,624,"D-I"
"9657","Evansville",23627,"Karlee Frobeter","Evansville","2023+2024","Karlee","Frobeter",77,219,"D-I"
"9658","Col. of Charleston",33247,"Karlee Hughes","Col. of Charleston","2023+2024","Karlee","Hughes",54,1014,"D-I"
"9659","Louisiana Tech",34740,"Karlee Jensen","Louisiana Tech","2016+2017+2018","Karlee","Jensen",141,366,"D-I"
"9660","Boise St.",35081,"Karlee Johnson","Boise St.","2017+2018+2019+2020+2021","Karlee","Johnson",24,66,"D-I"
"9661","Miami (OH)",35717,"Karlee Juarez","Miami (OH)","2021+2022","Karlee","Juarez",155,414,"D-I"
"9662","Southeastern La.",38337,"Karlee Kraft","Southeastern La.","2019+2020+2021","Karlee","Kraft",248,655,"D-I"
"9663","Southern Utah",43556,"Karlee Manzione","Southern Utah","2016+2017","Karlee","Manzione",253,667,"D-I"
"9664","Mississippi Val.",62467,"Karlee Schierbeek","Mississippi Val.","2020+2021+2022+2023","Karlee","Schierbeek",161,432,"D-I"
"9665","Nebraska",63326,"Karlee Seevers","Nebraska","2019+2020+2021+2022","Karlee","Seevers",174,463,"D-I"
"9666","Saint Joseph's",65554,"Karlee Smith","Saint Joseph's","2022+2023+2024","Karlee","Smith",227,606,"D-I"
"9667","California",66322,"Karlee Sparacino","California","2018+2019+2020+2021","Karlee","Sparacino",39,107,"D-I"
"9668","Longwood",18531,"Karleigh Donovan","Longwood","2016+2017+2018+2019","Karleigh","Donovan",139,363,"D-I"
"9669","Utah Valley",52167,"Karleigh Olsen","Utah Valley","2019+2020+2021+2022","Karleigh","Olsen",307,30024,"D-I"
"9670","Samford",23791,"Karley Fuller","Samford","2024","Karley","Fuller",232,625,"D-I"
"9671","Western Caro.",29178,"Karley Harkey","Western Caro.","2016","Karley","Harkey",317,769,"D-I"
"9672","Tarleton St.",32684,"Karley Horton","Tarleton St.","2020","Karley","Horton",263,1395,"D-I"
"9673","Southern Miss.",50819,"Karley Nichols","Southern Miss.","2018+2019+2020+2021","Karley","Nichols",251,664,"D-I"
"9674","South Carolina",64041,"Karley Shelton","South Carolina","2024","Karley","Shelton",242,648,"D-I"
"9675","Notre Dame",74761,"Karley Wester","Notre Dame","2016+2017","Karley","Wester",193,513,"D-I"
"9676","Oklahoma St.",25973,"Karli Godwin","Oklahoma St.","2024","Karli","Godwin",199,521,"D-I"
"9677","Lindenwood",26413,"Karli Goocher","Lindenwood","2023+2024+2021+2022","Karli","Goocher",136,30136,"D-I"
"9678","Texas Tech",28703,"Karli Hamilton","Texas Tech","2016+2018+2019+2020+2021","Karli","Hamilton",273,700,"D-I"
"9679","Tarleton St.",31058,"Karli Herron","SFA + Tarleton St.","2017+2018+2019","Karli","Herron",263,1395,"D-I"
"9680","Winthrop",35451,"Karli Jones","Winthrop","2016","Karli","Jones",322,792,"D-I"
"9681","Abilene Christian",43481,"Karli Manney","Abilene Christian","2023+2024","Karli","Manney",2,2,"D-I"
"9682","Memphis",54448,"Karli Perque","Memphis","2019+2020","Karli","Perque",152,404,"D-I"
"9683","LSU",54813,"Karli Petty","Oklahoma St. + LSU","2020+2021+2022+2023+2024","Karli","Petty",129,365,"D-I"
"9684","Butler",58628,"Karli Ricketts","Butler","2019+2020+2021+2022","Karli","Ricketts",33,87,"D-I"
"9685","Louisiana Tech",63427,"Karli Sellers","Louisiana Tech","2024","Karli","Sellers",141,366,"D-I"
"9686","Miami (OH)",66292,"Karli Spaid","Miami (OH)","2021+2022+2023+2024","Karli","Spaid",155,414,"D-I"
"9687","LIU",7366,"Karlie Brady","LIU","2016+2017","Karlie","Brady",127,361,"D-I"
"9688","Iowa St.",11908,"Karlie Charles","Iowa St.","2020+2021+2022+2023+2024","Karlie","Charles",116,311,"D-I"
