"","team","game_id","opponent","last","first","ip","ha","er","bb","hb","so","bf","hr_a","go","fo","season","team_id","player"
"32057","UTEP","4498077","Purdue Fort Wayne","Aragon","Faith",5,5,0,0,0,6,20,0,4,4,2024,704,"Faith Aragon"
"32058","UTEP","4507231","FIU","Litterio","Annika",4.2,7,4,3,1,2,24,0,2,8,2024,704,"Annika Litterio"
"32059","UTEP","4507550","FIU","Calderon","Zaylie",0.1,0,0,0,0,0,1,0,0,1,2024,704,"Zaylie Calderon"
"32060","UTEP","4500032","Texas Tech","Calderon","Zaylie",2,1,0,0,0,2,7,0,1,3,2024,704,"Zaylie Calderon"
"32061","UTEP","4511961","Western Ky.","Felder","Taja",2.2,2,1,1,1,0,11,0,4,3,2024,704,"Taja Felder"
"32062","UTEP","4496783","Western Mich.","Calderon","Zaylie",1,0,0,0,0,0,3,0,1,2,2024,704,"Zaylie Calderon"
"32063","UTEP","4507882","FIU","Calderon","Zaylie",4,2,0,2,1,0,17,0,4,8,2024,704,"Zaylie Calderon"
"32064","UTEP","4497090","Western Mich.","Tavares","Bella",1,4,4,1,0,1,8,0,1,1,2024,704,"Bella Tavares"
"32065","UTEP","5289629","Jacksonville St.","Felder","Taja",2,3,4,4,0,2,13,0,3,1,2024,704,"Taja Felder"
"32066","UTEP","4497680","New Mexico","Felder","Taja",8,6,3,0,0,1,31,0,14,9,2024,704,"Taja Felder"
"32067","UTEP","5289629","Jacksonville St.","Calderon","Zaylie",2,2,0,0,2,3,10,0,2,1,2024,704,"Zaylie Calderon"
"32068","UTEP","4500578","Texas St.","Aragon","Faith",4,9,5,0,0,3,20,1,6,3,2024,704,"Faith Aragon"
"32069","UTEP","4510384","Louisiana Tech","Calderon","Zaylie",1.2,4,2,0,0,1,9,0,0,3,2024,704,"Zaylie Calderon"
"32070","UTEP","4510729","Liberty","Aragon","Faith",4,7,6,3,0,2,21,2,5,4,2024,704,"Faith Aragon"
"32071","UTEP","4508538","Sam Houston","Calderon","Zaylie",1.1,2,0,1,0,2,7,0,0,2,2024,704,"Zaylie Calderon"
"32072","UTEP","4509002","Sam Houston","Calderon","Zaylie",0.1,0,0,0,0,1,1,0,0,0,2024,704,"Zaylie Calderon"
"32073","UTEP","4505917","Jacksonville St.","Felder","Taja",6,7,3,3,1,3,28,0,11,1,2024,704,"Taja Felder"
"32074","UTEP","4509732","Louisiana Tech","Aragon","Faith",2,1,0,1,0,2,8,0,3,1,2024,704,"Faith Aragon"
"32075","UTEP","4497090","Western Mich.","Aragon","Faith",4,7,6,1,1,5,21,1,4,3,2024,704,"Faith Aragon"
"32076","UTEP","4501946","Middle Tenn.","Calderon","Zaylie",1,1,1,0,1,1,5,1,1,1,2024,704,"Zaylie Calderon"
"32077","UTEP","4497041","Abilene Christian","Aragon","Faith",6,4,1,0,0,8,22,0,6,4,2024,704,"Faith Aragon"
"32078","UTEP","4509002","Sam Houston","Aragon","Faith",5.2,11,8,4,0,7,34,1,8,2,2024,704,"Faith Aragon"
"32079","UTEP","4507882","FIU","Aragon","Faith",4,5,3,2,0,0,19,0,6,6,2024,704,"Faith Aragon"
"32080","UTEP","4497041","Abilene Christian","Calderon","Zaylie",1,0,0,0,0,1,4,0,1,1,2024,704,"Zaylie Calderon"
"32081","UTEP","4506365","Jacksonville St.","Aragon","Faith",2,3,2,0,0,1,11,0,4,1,2024,704,"Faith Aragon"
"32082","UTEP","4501946","Middle Tenn.","Aragon","Faith",7,6,2,1,2,4,31,1,11,6,2024,704,"Faith Aragon"
"32083","UTEP","4498461","North Dakota","Calderon","Zaylie",1,0,0,0,0,3,3,0,0,0,2024,704,"Zaylie Calderon"
"32084","UTEP","4502306","Middle Tenn.","Calderon","Zaylie",1,1,0,0,0,2,4,0,1,0,2024,704,"Zaylie Calderon"
"32085","UTEP","4506060","Jacksonville St.","Aragon","Faith",7,10,2,1,2,4,32,0,8,6,2024,704,"Faith Aragon"
"32086","UTEP","4498738","Arizona St.","Felder","Taja",4,13,10,6,1,0,31,1,3,6,2024,704,"Taja Felder"
"32087","UTSA","4505755","Lamar University","Saucedo","Iliana",3,4,3,3,1,2,17,1,3,4,2024,706,"Iliana Saucedo"
"32088","UTSA","4496732","Texas St.","Gilbert","Jamie",3,0,0,0,0,1,10,0,4,4,2024,706,"Jamie Gilbert"
"32089","UTSA","4501322","Abilene Christian","Saucedo","Iliana",5,4,2,2,1,6,24,0,2,7,2024,706,"Iliana Saucedo"
"32090","UTSA","4505343","Wichita St.","Saucedo","Iliana",2,1,2,2,1,1,9,0,3,1,2024,706,"Iliana Saucedo"
"32091","UTSA","4509595","Fla. Atlantic","Schultz","Kenzi",3,5,1,1,0,2,14,0,3,3,2024,706,"Kenzi Schultz"
"32092","UTSA","4508552","Charlotte","Camacho","Zelinda",0.2,5,4,1,0,0,8,1,0,2,2024,706,"Zelinda Camacho"
"32093","UTSA","4500424","A&M-Corpus Christi","Schultz","Kenzi",6,5,2,2,0,1,25,0,6,9,2024,706,"Kenzi Schultz"
"32094","UTSA","4501322","Abilene Christian","Schultz","Kenzi",1,1,0,1,1,0,6,0,1,2,2024,706,"Kenzi Schultz"
"32095","UTSA","4509595","Fla. Atlantic","Gilbert","Jamie",3,4,5,2,0,2,15,1,3,4,2024,706,"Jamie Gilbert"
"32096","UTSA","4509501","Texas St.","Gilbert","Jamie",3.1,7,3,1,1,1,19,1,3,6,2024,706,"Jamie Gilbert"
"32097","UTSA","4510929","Tulsa","Schultz","Kenzi",0.1,0,2,2,0,0,3,0,1,0,2024,706,"Kenzi Schultz"
"32098","UTSA","4510929","Tulsa","Saucedo","Iliana",1.2,1,1,3,0,1,9,0,3,1,2024,706,"Iliana Saucedo"
"32099","UTSA","4508552","Charlotte","Saucedo","Iliana",1.1,5,6,1,2,0,12,1,1,3,2024,706,"Iliana Saucedo"
"32100","UTSA","4506069","Memphis","Smith","Reagan",5,4,1,0,0,2,20,1,2,12,2024,706,"Reagan Smith"
"32101","UTSA","4496999","Southern Ill.","Gilbert","Jamie",0.1,0,0,0,0,0,1,0,0,1,2024,706,"Jamie Gilbert"
"32102","UTSA","4511339","Tulsa","Camacho","Zelinda",3.2,1,1,2,0,1,14,0,2,8,2024,706,"Zelinda Camacho"
"32103","UTSA","4511996","South Fla.","Camacho","Zelinda",1.2,3,1,1,0,0,10,1,1,4,2024,706,"Zelinda Camacho"
"32104","UTSA","4505343","Wichita St.","Camacho","Zelinda",1,2,0,1,0,0,6,0,0,3,2024,706,"Zelinda Camacho"
"32105","UTSA","4508552","Charlotte","Schmitt","Meredith",1,0,1,2,0,0,5,0,2,1,2024,706,"Meredith Schmitt"
"32106","UTSA","4496893","Kennesaw St.","Schultz","Kenzi",3.2,6,2,1,1,1,18,1,4,5,2024,706,"Kenzi Schultz"
"32107","UTSA","4498916","Kansas","Gilbert","Jamie",4.1,11,7,4,0,3,27,0,3,6,2024,706,"Jamie Gilbert"
"32108","UTSA","4496745","Northwestern St.","Saucedo","Iliana",3,2,2,0,1,1,13,0,5,3,2024,706,"Iliana Saucedo"
"32109","UTSA","4496999","Southern Ill.","Schultz","Kenzi",4.2,1,0,4,0,1,19,0,6,7,2024,706,"Kenzi Schultz"
"32110","UTSA","4499280","St. Thomas (MN)","Camacho","Zelinda",1,1,2,1,0,3,6,0,0,0,2024,706,"Zelinda Camacho"
"32111","UTSA","4498448","Houston","Saucedo","Iliana",1,5,5,3,0,1,11,0,1,1,2024,706,"Iliana Saucedo"
"32112","UTSA","4505505","Wichita St.","Gilbert","Jamie",2,3,3,1,0,0,9,3,2,3,2024,706,"Jamie Gilbert"
"32113","UTSA","4507697","East Carolina","Gilbert","Jamie",6.2,7,4,1,5,4,32,1,4,11,2024,706,"Jamie Gilbert"
"32114","UTSA","4511339","Tulsa","Smith","Reagan",1.2,1,2,1,0,0,7,1,2,3,2024,706,"Reagan Smith"
"32115","UTSA","4502410","UAB","Smith","Reagan",1,2,2,1,0,0,6,0,0,3,2024,706,"Reagan Smith"
"32116","UTSA","4496893","Kennesaw St.","Gilbert","Jamie",3.1,2,0,2,0,3,14,0,2,5,2024,706,"Jamie Gilbert"
"32117","UTSA","4503453","North Texas","Gilbert","Jamie",1,5,5,0,0,1,9,1,1,2,2024,706,"Jamie Gilbert"
"32118","UTSA","4496893","Kennesaw St.","Carmona","Haley",1,3,0,0,1,0,6,0,2,0,2024,706,"Haley Carmona"
"32119","UTSA","4505343","Wichita St.","Schultz","Kenzi",1,4,4,1,0,0,9,0,1,2,2024,706,"Kenzi Schultz"
"32120","UTSA","4508366","Charlotte","Camacho","Zelinda",2,3,3,0,0,2,9,2,1,3,2024,706,"Zelinda Camacho"
"32121","UTSA","4511339","Tulsa","Schultz","Kenzi",0.1,1,0,0,0,0,2,0,1,0,2024,706,"Kenzi Schultz"
"32122","UTSA","4498186","Massachusetts","Gilbert","Jamie",7,6,2,1,1,10,28,1,4,6,2024,706,"Jamie Gilbert"
"32123","UTSA","4505505","Wichita St.","Saucedo","Iliana",1,2,2,0,0,0,5,2,0,3,2024,706,"Iliana Saucedo"
"32124","UTSA","4511339","Tulsa","Saucedo","Iliana",0.1,1,1,1,0,0,3,1,0,1,2024,706,"Iliana Saucedo"
"32125","UTSA","4503734","North Texas","Saucedo","Iliana",7,8,2,2,1,5,32,1,8,7,2024,706,"Iliana Saucedo"
"32126","UTSA","4511996","South Fla.","Gilbert","Jamie",0.2,3,3,1,0,0,6,0,1,1,2024,706,"Jamie Gilbert"
"32127","UTSA","4498448","Houston","Smith","Reagan",0.1,2,2,0,0,0,4,2,0,1,2024,706,"Reagan Smith"
"32128","UTSA","5283710","Wichita St.","Gilbert","Jamie",2,5,6,3,1,0,18,2,2,4,2024,706,"Jamie Gilbert"
"32129","UTSA","4498290","Northwestern St.","Schultz","Kenzi",1,1,1,1,0,0,5,0,1,2,2024,706,"Kenzi Schultz"
"32130","UTSA","4510739","Tulsa","Gilbert","Jamie",4,9,7,3,1,1,25,3,4,7,2024,706,"Jamie Gilbert"
"32131","UTSA","4509773","Fla. Atlantic","Smith","Reagan",3.1,5,3,4,1,2,21,0,5,3,2024,706,"Reagan Smith"
"32132","UTSA","4508366","Charlotte","Smith","Reagan",4,5,3,0,0,2,16,1,1,8,2024,706,"Reagan Smith"
"32133","UTSA","4510436","UIW","Gilbert","Jamie",5.1,6,3,0,1,5,23,0,6,5,2024,706,"Jamie Gilbert"
"32134","UTSA","4499655","St. Thomas (MN)","Camacho","Zelinda",5,1,1,5,0,6,20,0,0,8,2024,706,"Zelinda Camacho"
"32135","UTSA","4508552","Charlotte","Schultz","Kenzi",2,2,1,0,0,0,8,1,1,4,2024,706,"Kenzi Schultz"
"32136","UTSA","4502410","UAB","Gilbert","Jamie",4,4,4,3,1,2,20,0,3,7,2024,706,"Jamie Gilbert"
"32137","UTSA","4504916","Wichita St.","Smith","Reagan",1,1,1,1,0,1,5,0,0,2,2024,706,"Reagan Smith"
"32138","UTSA","4498771","Kansas","Camacho","Zelinda",1,0,0,3,0,1,6,0,0,2,2024,706,"Zelinda Camacho"
"32139","UTSA","4498290","Northwestern St.","Saucedo","Iliana",3,2,0,0,0,4,10,0,2,2,2024,706,"Iliana Saucedo"
"32140","UTSA","4497430","Creighton","Schultz","Kenzi",3.1,1,0,2,0,1,15,0,6,3,2024,706,"Kenzi Schultz"
"32141","UTSA","4498771","Kansas","Schmitt","Meredith",0.1,2,3,1,0,0,4,0,0,1,2024,706,"Meredith Schmitt"
"32142","UTSA","4511774","South Fla.","Camacho","Zelinda",2.1,1,3,1,2,1,11,0,3,3,2024,706,"Zelinda Camacho"
"32143","UTSA","4498290","Northwestern St.","Camacho","Zelinda",1,1,0,0,0,0,4,0,2,1,2024,706,"Zelinda Camacho"
"32144","UTSA","4506378","Memphis","Gilbert","Jamie",3.1,5,5,2,0,2,17,3,3,4,2024,706,"Jamie Gilbert"
"32145","UTSA","4496745","Northwestern St.","Carmona","Haley",1,3,2,0,1,1,7,0,2,0,2024,706,"Haley Carmona"
"32146","UTSA","4510929","Tulsa","Smith","Reagan",2,2,4,3,1,1,12,0,2,3,2024,706,"Reagan Smith"
"32147","UTSA","4501322","Abilene Christian","Gilbert","Jamie",1,1,0,0,0,0,3,0,1,1,2024,706,"Jamie Gilbert"
"32148","UTSA","4511339","Tulsa","Gilbert","Jamie",1,1,0,1,0,0,5,0,1,2,2024,706,"Jamie Gilbert"
"32149","UTSA","4497921","Northwestern St.","Gilbert","Jamie",7,6,3,3,0,8,31,1,5,8,2024,706,"Jamie Gilbert"
"32150","UTSA","4496999","Southern Ill.","Saucedo","Iliana",0.2,2,3,3,1,1,8,0,0,1,2024,706,"Iliana Saucedo"
"32151","UTSA","4499655","St. Thomas (MN)","Gilbert","Jamie",0.2,1,0,0,0,1,3,0,1,0,2024,706,"Jamie Gilbert"
"32152","UTSA","4498771","Kansas","Schultz","Kenzi",1,0,0,2,0,0,5,0,1,2,2024,706,"Kenzi Schultz"
"32153","UTSA","4505505","Wichita St.","Smith","Reagan",0.2,0,0,2,0,1,4,0,0,1,2024,706,"Reagan Smith"
"32154","UTSA","4503453","North Texas","Schultz","Kenzi",6,7,5,4,1,1,27,2,7,7,2024,706,"Kenzi Schultz"
"32155","UTSA","4507250","East Carolina","Smith","Reagan",3.1,5,4,4,0,1,19,1,4,5,2024,706,"Reagan Smith"
"32156","UTSA","4502410","UAB","Camacho","Zelinda",0.2,2,1,1,1,0,7,0,0,2,2024,706,"Zelinda Camacho"
"32157","UTSA","4505505","Wichita St.","Carmona","Haley",0.1,2,2,1,0,0,4,1,0,1,2024,706,"Haley Carmona"
"32158","UTSA","4509773","Fla. Atlantic","Camacho","Zelinda",1.2,3,4,1,0,1,9,1,1,2,2024,706,"Zelinda Camacho"
"32159","UTSA","4496732","Texas St.","Schultz","Kenzi",3,6,2,3,0,1,18,1,5,3,2024,706,"Kenzi Schultz"
"32160","UTSA","4505755","Lamar University","Gilbert","Jamie",4,3,0,1,0,4,18,0,4,4,2024,706,"Jamie Gilbert"
"32161","UTSA","4499609","Texas A&M","Gilbert","Jamie",7.1,8,4,2,1,1,32,1,8,11,2024,706,"Jamie Gilbert"
"32162","UTSA","4510221","Fla. Atlantic","Gilbert","Jamie",6,7,3,2,3,2,30,0,4,11,2024,706,"Jamie Gilbert"
"32163","UTSA","4496999","Southern Ill.","Carmona","Haley",2.1,2,0,1,0,1,11,0,2,4,2024,706,"Haley Carmona"
"32164","UTSA","4500916","Grambling","Saucedo","Iliana",5,2,0,3,0,7,20,0,4,4,2024,706,"Iliana Saucedo"
"32165","UTSA","4511996","South Fla.","Schmitt","Meredith",0.1,1,0,0,1,0,3,0,1,0,2024,706,"Meredith Schmitt"
"32166","UTSA","4509501","Texas St.","Schultz","Kenzi",0.1,0,0,0,0,0,1,0,0,1,2024,706,"Kenzi Schultz"
"32167","UTSA","4504916","Wichita St.","Gilbert","Jamie",3,9,3,3,0,4,23,1,1,4,2024,706,"Jamie Gilbert"
"32168","UTSA","5283710","Wichita St.","Schmitt","Meredith",1,1,1,0,0,1,5,1,1,1,2024,706,"Meredith Schmitt"
"32169","UTSA","4498448","Houston","Schmitt","Meredith",0.2,0,0,1,0,0,3,0,1,1,2024,706,"Meredith Schmitt"
"32170","UTSA","4502663","Georgia St.","Saucedo","Iliana",6,4,3,1,1,5,24,0,5,8,2024,706,"Iliana Saucedo"
"32171","UTSA","4511996","South Fla.","Carmona","Haley",0.1,2,3,1,0,1,4,0,0,0,2024,706,"Haley Carmona"
"32172","UTSA","4508098","Baylor","Gilbert","Jamie",7,5,1,1,0,4,27,0,4,12,2024,706,"Jamie Gilbert"
"32173","UTSA","4510436","UIW","Smith","Reagan",1.2,3,3,2,1,0,11,0,3,2,2024,706,"Reagan Smith"
"32174","UTSA","4509020","Charlotte","Camacho","Zelinda",0.1,1,1,0,0,0,2,1,1,0,2024,706,"Zelinda Camacho"
"32175","UTSA","4508366","Charlotte","Gilbert","Jamie",1,4,4,2,0,0,8,0,1,1,2024,706,"Jamie Gilbert"
"32176","UTSA","4497845","Nicholls","Schultz","Kenzi",3,6,4,2,1,1,17,2,2,4,2024,706,"Kenzi Schultz"
"32177","UTSA","4511996","South Fla.","Smith","Reagan",1.2,3,1,2,0,0,10,1,3,2,2024,706,"Reagan Smith"
"32178","UTSA","4499280","St. Thomas (MN)","Gilbert","Jamie",6,7,3,0,0,7,25,1,3,8,2024,706,"Jamie Gilbert"
"32179","UTSA","4507250","East Carolina","Saucedo","Iliana",1.2,4,5,1,1,2,11,2,1,2,2024,706,"Iliana Saucedo"
"32180","UTSA","5283710","Wichita St.","Schultz","Kenzi",1,4,4,1,1,0,9,1,2,1,2024,706,"Kenzi Schultz"
"32181","UTSA","4511996","South Fla.","Schultz","Kenzi",0.1,3,3,1,0,0,4,0,0,0,2024,706,"Kenzi Schultz"
"32182","UTSA","4507250","East Carolina","Camacho","Zelinda",0.2,1,1,1,0,1,4,0,0,1,2024,706,"Zelinda Camacho"
"32183","UTSA","4498448","Houston","Schultz","Kenzi",2,6,7,2,1,0,15,2,3,3,2024,706,"Kenzi Schultz"
"32184","UTSA","4505924","Memphis","Gilbert","Jamie",7,5,0,3,1,2,30,0,9,10,2024,706,"Jamie Gilbert"
"32185","UTSA","4496745","Northwestern St.","Gilbert","Jamie",2,5,2,0,0,1,10,1,1,3,2024,706,"Jamie Gilbert"
"32186","UTSA","4507063","East Carolina","Gilbert","Jamie",6,10,4,2,1,3,30,0,5,8,2024,706,"Jamie Gilbert"
"32187","UTSA","4511639","South Fla.","Gilbert","Jamie",10.1,9,2,6,2,3,49,1,13,14,2024,706,"Jamie Gilbert"
"32188","UTSA","4511639","South Fla.","Smith","Reagan",0.2,1,0,2,0,1,5,0,0,1,2024,706,"Reagan Smith"
"32189","UTSA","4497845","Nicholls","Saucedo","Iliana",3,5,2,1,0,3,13,0,2,2,2024,706,"Iliana Saucedo"
"32190","UTSA","4502814","Kennesaw St.","Gilbert","Jamie",7,10,3,1,0,5,31,2,4,11,2024,706,"Jamie Gilbert"
"32191","UTSA","4509020","Charlotte","Smith","Reagan",5.2,8,7,5,2,1,31,3,5,10,2024,706,"Reagan Smith"
"32192","UTSA","4511774","South Fla.","Schultz","Kenzi",3.1,2,1,2,0,1,14,0,3,6,2024,706,"Kenzi Schultz"
"32193","UTSA","4498771","Kansas","Smith","Reagan",2.2,9,9,4,0,1,22,0,1,6,2024,706,"Reagan Smith"
"32194","UTSA","4511774","South Fla.","Gilbert","Jamie",2.1,1,1,1,0,1,9,1,2,4,2024,706,"Jamie Gilbert"
"32195","UTSA","4500353","UT Arlington","Saucedo","Iliana",1,2,0,1,0,1,6,0,2,0,2024,706,"Iliana Saucedo"
"32196","UTSA","4500353","UT Arlington","Smith","Reagan",1.2,5,2,0,0,0,9,0,2,2,2024,706,"Reagan Smith"
"32197","UTSA","4506378","Memphis","Smith","Reagan",3.2,4,0,4,0,0,20,0,4,7,2024,706,"Reagan Smith"
"32198","UTSA","4509020","Charlotte","Gilbert","Jamie",0.1,1,1,1,0,0,3,0,0,1,2024,706,"Jamie Gilbert"
"32199","UTSA","4499655","St. Thomas (MN)","Schultz","Kenzi",1.1,5,4,3,0,1,13,0,0,3,2024,706,"Kenzi Schultz"
"32200","UTSA","4509773","Fla. Atlantic","Schmitt","Meredith",0.1,1,0,1,0,0,3,0,0,1,2024,706,"Meredith Schmitt"
"32201","UTSA","4498290","Northwestern St.","Schmitt","Meredith",1,0,0,0,0,1,3,0,2,0,2024,706,"Meredith Schmitt"
"32202","UTSA","4509020","Charlotte","Schultz","Kenzi",0.2,0,0,0,0,0,2,0,1,1,2024,706,"Kenzi Schultz"
"32203","UTSA","4500353","UT Arlington","Camacho","Zelinda",2,3,5,3,0,0,12,1,1,5,2024,706,"Zelinda Camacho"
"32204","UTSA","4500353","UT Arlington","Schmitt","Meredith",0.1,1,1,1,0,0,3,0,0,1,2024,706,"Meredith Schmitt"
"32205","UTSA","5252599","UAB","Saucedo","Iliana",6,7,4,4,0,7,30,0,3,8,2024,706,"Iliana Saucedo"
"32206","UTSA","4500089","A&M-Corpus Christi","Saucedo","Iliana",7,3,1,1,0,10,26,0,6,5,2024,706,"Iliana Saucedo"
"32207","UTSA","4497430","Creighton","Gilbert","Jamie",2.2,4,2,1,0,4,14,0,1,3,2024,706,"Jamie Gilbert"
"32208","UTSA","4500088","UIW","Gilbert","Jamie",1.1,1,0,2,1,1,9,0,0,3,2024,706,"Jamie Gilbert"
"32209","UTSA","4506831","Lamar University","Smith","Reagan",7,3,0,1,0,5,26,0,5,11,2024,706,"Reagan Smith"
"32210","UTSA","4502014","UAB","Gilbert","Jamie",6,6,3,2,0,4,25,1,3,10,2024,706,"Jamie Gilbert"
"32211","UTSA","4500353","UT Arlington","Carmona","Haley",1,1,0,0,0,0,4,0,2,1,2024,706,"Haley Carmona"
"32212","UTSA","4498290","Northwestern St.","Smith","Reagan",1,0,0,0,0,1,3,0,0,2,2024,706,"Reagan Smith"
"32213","UTSA","4504086","North Texas","Gilbert","Jamie",7,6,2,2,1,5,29,1,2,13,2024,706,"Jamie Gilbert"
"32214","UTSA","4509501","Texas St.","Smith","Reagan",2.1,7,0,4,0,1,17,0,3,1,2024,706,"Reagan Smith"
"32215","UTSA","4500088","UIW","Camacho","Zelinda",5.2,7,1,3,0,1,28,0,4,12,2024,706,"Zelinda Camacho"
"32216","UVA Wise","4501365","Lincoln Memorial","Allison","Bayleigh",7,7,1,3,2,1,31,0,13,5,2024,30181,"Bayleigh Allison"
"32217","UVA Wise","4503769","Anderson (SC)","Jones","Jillian",1.1,2,0,0,0,0,6,0,2,2,2024,30181,"Jillian Jones"
"32218","UVA Wise","4503769","Anderson (SC)","Allison","Bayleigh",5,8,3,2,1,0,25,0,10,4,2024,30181,"Bayleigh Allison"
"32219","UVA Wise","4503769","Anderson (SC)","Kreese","Sophie",0.2,4,3,0,0,0,6,0,2,0,2024,30181,"Sophie Kreese"
"32220","UW-River Falls","4504389","Manchester","Crowe","Emily",2.1,6,3,1,1,0,17,0,2,5,2024,801,"Emily Crowe"
"32221","UW-River Falls","4504604","Ramapo","Wallin","Maggie",7,8,3,0,0,8,29,0,3,10,2024,801,"Maggie Wallin"
"32222","UW-River Falls","4504389","Manchester","Duggan","Lindsey",1.2,0,0,0,0,4,5,0,0,1,2024,801,"Lindsey Duggan"
"32223","UW-River Falls","4504389","Manchester","Vangruensven","Brooklyn",1,7,6,2,1,1,12,0,0,1,2024,801,"Brooklyn Vangruensven"
"32224","UW-River Falls","4504643","SUNY Brockport","Duggan","Lindsey",7,9,2,4,1,8,35,0,2,10,2024,801,"Lindsey Duggan"
"32225","UW-River Falls","4504396","Bowdoin","Wallin","Maggie",8,8,4,3,0,6,35,0,13,5,2024,801,"Maggie Wallin"
"32226","Va. Wesleyan","4504353","Randolph-Macon","Bible","Lauren",3.2,4,7,8,1,1,24,1,4,6,2024,745,"Lauren Bible"
"32227","Va. Wesleyan","4504353","Randolph-Macon","Piotrowski","Julia",3.1,5,0,0,0,1,13,0,2,5,2024,745,"Julia Piotrowski"
"32228","Valdosta St.","4512950","AUM","Lumpp","Madison",0.2,3,0,0,1,1,6,1,0,1,2024,734,"Madison Lumpp"
"32229","Valdosta St.","4510997","West Ga.","Zenteno","Nadia",0.2,0,0,0,0,2,2,0,0,0,2024,734,"Nadia Zenteno"
"32230","Valdosta St.","4503755","Alabama Huntsville","Zenteno","Nadia",7,8,5,2,3,2,34,1,7,10,2024,734,"Nadia Zenteno"
"32231","Valdosta St.","4512950","AUM","Barfield","Savannah",3.2,6,2,2,1,2,20,1,7,1,2024,734,"Savannah Barfield"
"32232","Valdosta St.","4512950","AUM","Ray","Sydney",2,4,1,1,0,3,10,1,0,2,2024,734,"Sydney Ray"
"32233","Valdosta St.","4512950","AUM","Zenteno","Nadia",0.2,4,4,1,0,1,7,1,0,1,2024,734,"Nadia Zenteno"
"32234","Valdosta St.","4510997","West Ga.","Lumpp","Madison",4.1,4,2,3,0,0,23,2,3,10,2024,734,"Madison Lumpp"
"32235","Valdosta St.","4517734","West Ga.","Wofford","Toree",5,5,3,2,0,1,23,0,5,9,2024,734,"Toree Wofford"
"32236","Valdosta St.","4503415","Alabama Huntsville","Zenteno","Nadia",1,0,0,1,0,1,4,0,1,1,2024,734,"Nadia Zenteno"
"32237","Valdosta St.","4503415","Alabama Huntsville","Lumpp","Madison",2.2,5,6,2,0,0,15,3,5,3,2024,734,"Madison Lumpp"
"32238","Valdosta St.","4503415","Alabama Huntsville","Wofford","Toree",1.1,4,3,1,0,0,9,2,1,3,2024,734,"Toree Wofford"
"32239","Valdosta St.","4510997","West Ga.","Barfield","Savannah",1,2,3,3,0,2,8,1,0,0,2024,734,"Savannah Barfield"
"32240","Valley City St.","5253595","Puget Sound","Zander","Maddy",7,2,3,6,0,8,30,0,10,2,2024,506055,"Maddy Zander"
"32241","Valley Forge","5253672","Penn St.-Scranton","Medio","Laura",7,4,0,0,0,9,26,0,7,5,2024,30166,"Laura Medio"
"32242","Valley Forge","5253673","Penn St.-Scranton","Wakeman","Harley",5,5,1,0,0,4,22,0,6,5,2024,30166,"Harley Wakeman"
"32243","Valley Forge","4504439","Lancaster Bible","Medio","Laura",6,14,3,1,1,3,34,0,4,8,2024,30166,"Laura Medio"
"32244","Valparaiso","4508550","Illinois St.","Kowalski","Caitlyn",3,7,4,2,0,1,18,0,2,6,2024,735,"Caitlyn Kowalski"
"32245","Valparaiso","4511764","UNI","Kowalski","Caitlyn",1,3,2,1,0,2,7,1,0,1,2024,735,"Caitlyn Kowalski"
"32246","Valparaiso","4516905","Eastern Ill.","Wilming","Anna",7,13,6,4,0,2,38,2,10,9,2024,735,"Anna Wilming"
"32247","Valparaiso","4502136","Northern Colo.","Mcdermott","Sydney",1,3,0,0,0,1,7,0,0,2,2024,735,"Sydney Mcdermott"
"32248","Valparaiso","4508550","Illinois St.","Mcdermott","Sydney",3,7,4,1,0,1,17,0,4,4,2024,735,"Sydney Mcdermott"
"32249","Valparaiso","4509015","Illinois St.","Mcdermott","Sydney",1.2,3,2,0,0,0,8,0,0,5,2024,735,"Sydney Mcdermott"
"32250","Valparaiso","4492928","Indiana","Augustine","Cadence",1.2,2,1,0,0,0,7,1,2,3,2024,735,"Cadence Augustine"
"32251","Valparaiso","4511764","UNI","Mcdermott","Sydney",6,4,2,2,1,2,25,0,1,15,2024,735,"Sydney Mcdermott"
"32252","Valparaiso","4497496","Lehigh","Kowalski","Caitlyn",5,12,3,1,1,1,29,0,7,6,2024,735,"Caitlyn Kowalski"
"32253","Valparaiso","4512313","Bradley","Wilming","Anna",3.1,4,1,1,1,2,18,1,7,2,2024,735,"Anna Wilming"
"32254","Valparaiso","4503454","Evansville","Wilming","Anna",1.2,7,4,2,0,0,14,1,0,5,2024,735,"Anna Wilming"
"32255","Valparaiso","4492928","Indiana","Kowalski","Caitlyn",1,2,3,1,0,0,6,1,1,2,2024,735,"Caitlyn Kowalski"
"32256","Valparaiso","4502136","Northern Colo.","Kowalski","Caitlyn",3,7,5,3,0,2,18,1,2,4,2024,735,"Caitlyn Kowalski"
"32257","Valparaiso","4508121","UIC","Wilming","Anna",3.1,4,1,0,0,1,14,0,4,4,2024,735,"Anna Wilming"
"32258","Valparaiso","4506272","Bradley","Kowalski","Caitlyn",4.1,5,1,3,0,1,21,0,7,5,2024,735,"Caitlyn Kowalski"
"32259","Valparaiso","4496786","Texas A&M","Wilming","Anna",0.1,4,4,1,1,0,7,2,0,1,2024,735,"Anna Wilming"
"32260","Valparaiso","4510230","Missouri St.","Mcdermott","Sydney",6,6,5,3,0,2,28,1,3,13,2024,735,"Sydney Mcdermott"
