"","team_id","player_id","rank","player","k_bb","season"
"81",9004,28325,81,"Mikayla Gilgert"," 4.8",2022
"82",30202,39339,82,"Kayleigh Jones"," 4.8",2023
"83",197,17824,83,"Sarah Davenport"," 4.7",2025
"84",11403,12469,84,"Abrie Castillo"," 4.7",2023
"85",30137,10626,85,"Kelsey Byers"," 4.6",2019
"86",30120,6218,86,"Anna Biondo"," 4.6",2018
"87",2746,31891,87,"Grace Hammer"," 4.6",2023
"88",995,16978,88,"Mariah Culver"," 4.6",2021
"89",1076,165,89,"Hannah Absalom"," 4.6",2019
"90",1013,50407,90,"Brianna Mccown"," 4.6",2023
"91",354,27218,91,"Delaney Garden"," 4.5",2023
"92",30119,29886,92,"Emma Grau"," 4.5",2025
"93",1328,75270,93,"Lexie Storrer"," 4.5",2021
"94",598,42313,94,"Katie Kopeck"," 4.5",2019
"95",25,48645,95,"Brandy Marlett"," 4.5",2017
"96",1176,26198,96,"Emma Frost"," 4.4",2022
"97",358,40295,97,"Nora Keehn"," 4.4",2019
"98",23121,35367,100,"Emilie Hoelscher"," 4.4",2023
"99",216,40269,100,"Emily Kedrick"," 4.4",2017
"100",65,78138,100,"Mallory Tomaschik"," 4.4",2017
