logo,team_name,record,rpi_rank,nfca_rank,offensive_rank,defensive_rank,overall_rank,team_id
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1036.gif,Concordia Wisconsin,32-13-0,53,NA,26,80,47,1036
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/789.gif,Williams,27-14-0,41,NA,167,14,48,789
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/4.gif,Adrian,27-14-0,54,NA,20,95,49,4
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/2810.gif,St. Thomas (TX),33-12-0,46,NA,71,50,50,2810
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/321.gif,John Jay,30-11-0,119,NA,60,58,51,321
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/673.gif,Springfield,30-14-0,39,NA,50,71,52,673
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/715.gif,Trinity (TX),32-12-0,79,NA,33,82,53,715
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/401.gif,UMass Boston,33-13-1,61,NA,65,55,54,401
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1332.gif,Dominican (IL),31-11-0,60,NA,83,49,55,1332
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1451.gif,Westminster (PA),26-12-0,87,NA,136,25,56,1451
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/126.gif,Central (IA),25-13-0,35,NA,18,127,57,126
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/973.gif,Berry,33-13-0,52,NA,74,59,58,973
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30038.gif,Bethany Lutheran,30-15-0,65,NA,108,41,59,30038
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1434.gif,Waynesburg,20-14-1,138,NA,96,48,60,1434
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/717.gif,Tufts,29-15-0,19,NA,82,60,61,717
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/182.gif,Denison,26-12-0,51,NA,79,63,62,182
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/177.gif,DePauw,24-15-0,42,NA,40,90,63,177
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/411.gif,Messiah,34-13-0,57,NA,39,101,64,411
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/462.gif,Neb. Wesleyan,29-11-0,47,NA,146,33,65,462
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/351.gif,Lebanon Valley,30-15-0,30,NA,86,67,66,351
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/800.gif,Wis.-Platteville,24-13-0,45,NA,30,115,67,800
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/75.gif,Bridgewater (VA),29-13-0,55,NA,151,34,68,75
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/27892.gif,Farmingdale St.,29-16-0,130,NA,99,57,69,27892
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/374.gif,Lynchburg,26-15-0,78,NA,171,28,70,374
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/764.gif,Wesleyan (CT),29-12-0,64,NA,157,36,71,764
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/570.gif,Rensselaer,27-13-0,40,NA,117,53,72,570
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30084.gif,Geneva,30-13-0,104,NA,59,97,73,30084
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/168.gif,Cortland,25-16-0,99,NA,36,129,74,168
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1297.gif,Pacific Lutheran,27-15-0,94,NA,63,102,75,1297
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/45.gif,Babson,25-15-0,72,NA,139,52,76,45
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/134.gif,Chapman,33-11-0,36,NA,191,32,77,134
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/271.gif,Hardin-Simmons,20-9-0,84,NA,81,88,78,271
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/8981.gif,Endicott,22-16-0,81,NA,27,151,79,8981
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/491.gif,N.C. Wesleyan,29-16-0,82,NA,72,99,80,491
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/344.gif,Lake Forest,28-17-1,93,NA,43,130,81,344
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/114.gif,Calvin,22-17-0,100,NA,180,42,83,114
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/712.gif,TCNJ,23-15-0,83,NA,156,51,84,712
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/424.gif,Millikin,24-15-0,80,NA,41,134,85,424
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/247.gif,SUNY Geneseo,28-12-0,127,NA,25,163,86,247
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/2694.gif,Franklin,22-13-0,86,NA,89,93,87,2694
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/265.gif,Grove City,25-13-0,88,NA,35,154,88,265
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30190.gif,Penn College,24-17-0,125,NA,198,39,89,30190
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/22235.gif,Lewis & Clark,30-13-0,62,NA,38,155,90,22235
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/16142.gif,Misericordia,29-14-0,89,NA,37,162,91,16142
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/124.gif,Catholic,31-12-0,67,NA,98,96,92,124
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/426.gif,Millsaps,24-14-0,116,NA,90,111,93,426
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/192.gif,Dubuque,23-15-0,106,NA,47,160,94,192
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/142.gif,Claremont-M-S,22-16-0,66,NA,148,75,95,142
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/809.gif,Worcester St.,27-14-0,133,NA,73,120,96,809
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/19.gif,Allegheny,23-16-0,92,NA,213,46,97,19
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/22626.gif,JWU (Providence),29-17-0,153,NA,109,94,98,22626
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30044.gif,Penn St.-Berks,25-9-0,195,NA,250,31,99,30044
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/24400.gif,Concordia (TX),27-12-0,115,NA,51,153,100,24400
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/263.gif,Greensboro,28-14-0,129,NA,52,152,101,263
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/806.gif,Wittenberg,25-14-0,110,NA,115,91,102,806
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/296.gif,Benedictine (IL),31-15-0,90,NA,107,105,103,296
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1203.gif,Mary Hardin-Baylor,22-15-0,85,NA,172,70,104,1203
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/297.gif,Illinois Col.,25-18-0,178,NA,188,62,105,297
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/372.gif,Luther,23-17-0,69,NA,169,73,106,372
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/121.gif,Carthage,26-15-0,74,NA,61,150,107,121
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/779.gif,Wheaton (MA),28-15-0,71,NA,164,77,108,779
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/286.gif,Hope,21-17-0,117,NA,114,106,109,286
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1094.gif,George Fox,25-17-0,59,NA,75,136,110,1094
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/808.gif,WPI,25-16-0,113,NA,31,198,111,808
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/484.gif,Nichols,32-13-0,58,NA,201,72,112,484
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/795.gif,Wis.-La Crosse,21-19-0,56,NA,134,107,113,795
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/615.gif,St. Olaf,24-16-0,103,NA,166,85,114,615
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/59.gif,Bethany (WV),26-14-0,163,NA,106,128,115,59
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/40.gif,Augustana (IL),24-12-0,77,NA,67,173,116,40
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/583.gif,Roger Williams,24-18-0,114,NA,233,66,117,583
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/105.gif,Cal Lutheran,16-15-0,118,NA,152,112,118,105
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/549.gif,Pomona-Pitzer,24-14-0,96,NA,78,170,119,549
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/760.gif,Wellesley,16-16-1,158,NA,110,132,120,760
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/137.gif,UChicago,21-19-0,91,NA,149,114,121,137
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30081.gif,Penn St. Harrisburg,27-12-0,199,NA,187,89,122,30081
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/146.gif,Clarkson,21-15-0,134,NA,127,131,123,146
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/750.gif,Wartburg,25-16-0,28,NA,53,201,124,750
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/238.gif,Framingham St.,27-15-0,102,NA,123,135,125,238
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/770.gif,WestConn,24-20-0,150,NA,118,149,126,770
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/364.gif,Loras,22-15-0,111,NA,216,86,127,364
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1164.gif,Lakeland,20-22-0,235,NA,128,144,128,1164
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/431.gif,MUW,24-16-0,201,NA,254,74,129,431
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/775.gif,Western New Eng.,26-16-1,73,NA,131,141,130,775
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/376.gif,Macalester,27-15-0,105,NA,199,104,131,376
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/607.gif,St. Lawrence,21-15-0,181,NA,138,139,132,607
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/571.gif,Rhode Island Col.,20-19-1,124,NA,105,172,133,571
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/8490.gif,LeTourneau,18-27-0,137,NA,84,191,134,8490
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/442.gif,Montclair St.,24-17-0,128,NA,215,98,135,442
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/200.gif,Eastern Conn. St.,21-18-0,95,NA,113,164,136,200
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/281.gif,Hiram,20-17-0,98,NA,207,108,137,281
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/548.gif,Plymouth St.,28-16-0,109,NA,143,142,138,548
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/733.gif,Utica,24-12-0,122,NA,54,218,139,733
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/272.gif,Hartford,21-18-1,139,NA,97,184,140,272
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/455.gif,Muskingum,15-20-0,143,NA,214,109,141,455
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/85.gif,Buffalo St.,22-18-0,219,NA,185,119,142,85
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/578.gif,Roanoke,21-21-0,146,NA,263,79,143,578
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/524.gif,Old Westbury,24-18-0,244,NA,246,92,144,524
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/150.gif,Coe,14-25-0,140,NA,161,146,146,150
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/585.gif,Rose-Hulman,19-16-0,162,NA,209,116,147,585
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/195.gif,Earlham,25-16-0,176,NA,303,68,148,195
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/2798.gif,Albertus Magnus,27-17-0,165,NA,206,121,149,2798
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/453.gif,Muhlenberg,21-20-0,142,NA,177,147,150,453
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/23260.gif,Spalding,22-18-0,145,NA,122,181,151,23260
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/21.gif,Alma,16-18-0,166,NA,211,122,152,21
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/42.gif,Aurora,22-18-0,198,NA,158,167,153,42
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/784.gif,Wilkes,17-13-0,161,NA,225,118,154,784
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/69.gif,Bowdoin,21-19-0,141,NA,58,235,155,69
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/526.gif,SUNY Oneonta,20-19-0,205,NA,76,224,156,526
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/12973.gif,Wilson,18-14-0,227,NA,120,190,157,12973
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/221.gif,FDU-Florham,21-16-0,196,NA,220,124,158,221
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/801.gif,UW-River Falls,19-21-0,172,NA,141,178,159,801
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1196.gif,Marian (WI),20-19-0,182,NA,306,78,160,1196
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/23121.gif,Texas-Dallas,9-13-0,155,NA,237,117,161,23121
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/21830.gif,Piedmont,24-19-0,135,NA,140,180,162,21830
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/329.gif,Kean,22-22-0,164,NA,144,185,163,329
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1192.gif,Manchester,21-17-0,171,NA,190,159,164,1192
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/730.gif,Ursinus,22-20-0,97,NA,194,157,165,730
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/190.gif,Drew,20-21-0,185,NA,181,168,166,190
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/420.gif,Middlebury,24-15-0,112,NA,124,200,167,420
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/267.gif,Hamilton,15-17-0,189,NA,119,205,168,267
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/385.gif,Marietta,20-15-1,169,NA,85,236,169,385
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/9684.gif,Saint Elizabeth,19-20-0,297,NA,224,145,170,9684
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/492.gif,North Central (IL),18-22-0,101,NA,298,100,171,492
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/21323.gif,Chestnut Hill,6-1-0,131,NA,93,226,172,21323
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/662.gif,Southern Me.,20-20-0,173,NA,293,103,173,662
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1461.gif,Wilmington (OH),16-18-0,211,NA,68,250,174,1461
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/326.gif,Kalamazoo,20-14-0,151,NA,111,219,175,326
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/125.gif,Centenary (LA),21-20-0,177,NA,242,138,176,125
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/656.gif,UMass Dartmouth,20-18-0,187,NA,162,193,177,656
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/807.gif,Wooster,17-21-0,154,NA,244,137,178,807
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/803.gif,Wis.-Stout,13-23-0,120,NA,87,243,179,803
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30243.gif,Asbury,20-14-0,224,NA,229,156,181,30243
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/679.gif,Stevens,19-22-0,144,NA,165,196,182,679
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/17094.gif,William Peace,19-21-0,241,NA,145,208,183,17094
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/123.gif,VTSU Castleton,16-15-0,212,NA,300,113,184,123
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30164.gif,Southern Va.,15-23-0,220,NA,150,214,185,30164
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/20.gif,DeSales,17-19-0,174,NA,175,197,186,20
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/573.gif,Rhodes,22-17-0,203,NA,154,216,187,573
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/8687.gif,Saint Joseph (CT),21-18-0,237,NA,232,171,188,8687
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1468.gif,Mt. St. Mary (NY),15-22-0,285,NA,261,148,189,1468
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/179.gif,Delaware Valley,21-16-0,260,NA,210,182,190,179
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/781.gif,Whittier,18-21-0,152,NA,126,231,191,781
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/722.gif,Coast Guard,16-20-1,208,NA,218,179,192,722
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/21852.gif,Stevenson,20-14-0,229,NA,208,192,193,21852
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/18422.gif,Rivier,21-15-0,240,NA,102,252,195,18422
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/475.gif,SUNY New Paltz,22-18-0,191,NA,326,110,196,475
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/119.gif,Carnegie Mellon,15-21-0,136,NA,170,215,197,119
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/278.gif,Heidelberg,20-20-0,167,NA,77,274,198,278
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/50.gif,Bates,16-19-0,183,NA,305,126,199,50
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/60.gif,Bethel (MN),19-21-0,157,NA,183,211,200,60
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/762.gif,Wentworth,19-22-0,192,NA,155,225,201,762
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/268.gif,Hamline,17-23-0,222,NA,236,186,202,268
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/938.gif,Alvernia,23-16-0,149,NA,222,194,203,938
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/461.gif,Nazareth,21-15-0,226,NA,94,269,204,461
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/8530.gif,McMurry,16-19-0,206,NA,159,232,205,8530
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/9500.gif,SUNY Poly,20-17-0,223,NA,311,133,206,9500
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/20220.gif,MSOE,21-22-0,188,NA,241,189,207,20220
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/785.gif,Willamette,17-15-0,186,NA,227,195,208,785
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/214.gif,Emerson,17-17-0,213,NA,288,158,209,214
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/335.gif,Kenyon,16-14-0,269,NA,92,276,210,335
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/76.gif,Bridgewater St.,18-18-0,253,NA,283,165,212,76
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/685.gif,Susquehanna,14-20-0,194,NA,275,176,213,685
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/531.gif,Otterbein,14-17-0,160,NA,176,229,214,531
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/396.gif,Maryville (TN),22-20-0,202,NA,153,247,215,396
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/517.gif,Ohio Northern,20-23-0,132,NA,56,301,216,517
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1162.gif,LaGrange,15-21-0,197,NA,137,256,217,1162
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/44.gif,Averett,18-25-0,214,NA,217,217,218,44
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/341.gif,La Verne,16-23-0,170,NA,186,228,219,341
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/815.gif,York (PA),13-23-0,156,NA,160,249,220,815
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/15.gif,Albion,13-23-0,255,NA,299,169,221,15
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/24.gif,Amherst,17-19-0,126,NA,147,260,222,24
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/582.gif,Rockford,20-19-0,286,NA,294,177,223,582
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/151.gif,Colby,17-20-0,123,NA,192,240,224,151
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/409.gif,Meredith,20-22-0,159,NA,197,242,225,409
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/242.gif,Fredonia,13-18-0,245,NA,234,223,226,242
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30085.gif,Lancaster Bible,16-18-0,342,NA,135,273,228,30085
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/684.gif,Suffolk,16-22-0,193,NA,266,204,229,684
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/11036.gif,Russell Sage,16-24-0,257,NA,273,203,230,11036
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/120.gif,Carroll (WI),12-22-0,184,NA,282,199,231,120
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/160.gif,Concordia Chicago,21-17-1,204,NA,223,233,232,160
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/373.gif,Lycoming,12-16-0,271,NA,328,166,233,373
